hotel_name,author_name,language,review_text,processed_review,processed_final_review,hotel_overall_rating,review_rating
APART 48,Hüsamettin Yardım,en,greeted politely hospitably place little opposite center car transportation difficult view room nice rooms bit tired need maintenance sheets covers clean rooms could better price performance,greeted politely hospitably place little opposite center car transportation difficult view room nice room bit tired need maintenance sheet cover clean room could better price performance,greet politely hospitably place little opposite center car transportation difficult view room nice room bit tired need maintenance sheet cover clean room could better price performance,4.5,4
APART 48,Musa ANBAR,en,clean spacious apartment comfort home overlooking akyaka without noise fly complaints,clean spacious apartment comfort home overlooking akyaka without noise fly complaint,clean spacious apartment comfort home overlook akyaka without noise fly complaint,4.5,5
Santo Akyaka Home,Duygu Akpinar,tr,bugüne gördüğüm kötü konaklama yeri puan fazla temizliğinden şüphe edip evimden getirdiğim havlumu serip uyudum mikrop kaparım korkusu havuzuna girmedimklima kötü havalandırma rutubet kokuyor mini şampuan saç kremi kurutma makinesi geç duş sıcak su akmadi korkunç yer duşakabin yoktek gece yatmak kullandık yüzden başta önemsemedik arabada uyusaymisiz para vermezdik rahat uyurduk,worst accommodation ever seen today doubted cleanliness point slept laying towel brought home fearing would get germ enter pool air conditioner bad ventilation smell dampness mini shampoo conditioner dryer late shower hot water flow terrible place shower cabin used sleep one night care first would pay money slept car would sleep comfortably,bad accommodation ever see doubt cleanliness point sleep lay towel bring home fearing would get germ enter pool air condition bad ventilation smell dampness mini shampoo conditioner dryer late shower hot water flow terrible place shower cabin use sleep one night care first would pay money sleep car would sleep comfortably,4.1,1
Santo Akyaka Home,Elif,tr,gece kalacaktık apartı görünce gece kaldık banyosu sıkıntılı duşa kabin rutubetli havasız hali maalesef sene önceki anneannemin evindeki banyoyu anımsattı kısacası memnun kalmadık belirteyim son katta teras katında kaldık orası böyleydi odaları farklıdır ilgilenen hanımefendi asil biriydi aparttan çıkarken gidene yolcu güler yüzle uğurladı teşekkür ediyorum hanimefendiye işletmeler yakışır,stay night saw apartment stayed night bathroom troubled shower cabin damp stuffy unfortunately reminded bathroom grandmother house year ago short satisfied short let state stayed terrace floor last floor like room different lady took care room noble person passenger left apartment leaving apartment saw passenger smiling face thank thank lady business worthy,stay night saw apartment stay night bathroom trouble shower cabin damp stuffy unfortunately remind bathroom grandmother house ago short satisfy short let state stay terrace floor last floor like room different lady take care room noble person passenger leave apartment leave apartment saw passenger smile face thank thank lady business worthy,4.1,3
Santo Akyaka Home,Ece Selvi,tr,i̇lk yorumları okuduğumda korkarak gittim sorun yaşamadan keyifli şekilde tatil yaptık istediğinize bağlı yer fiyat performans istiyorsanız uygun temiz yer küçük havuzu çatı katında konakladık manzarası harikaydı kliması sorunsuz çalışıyordu önemlisi yaz sıcağında buydu sakin ortamı güzeldi teşekkür ederiz,read first comment went fear pleasant vacation without problem depending want want place price performance want clean place small pool clean place stayed roof floor view great air conditioner working smoothly importantly summer heat calm environment nice thank,read first comment go fear pleasant vacation without problem depend want want place price performance want clean place small pool clean place stay roof floor view great air condition work smoothly importantly summer heat calm environment nice thank,4.1,4
Santo Akyaka Home,Neslihan Kirman,tr,gece konakladık konforlu değildi oda rutubet kokuyordu camı açsak sineklik yırtıktı açamadık odayı teslim aldığımızda içeride kaç tane sinek nevresimler dışında odanın temizliğinden memnun değildik konum güzel dışında memnun kalmadık,stayed overnight comfortable room smelled dampness opened window mosquito net torn could open received room satisfied cleanliness room except many fly room except bed linen satisfied cleanliness room except location good satisfied,stay overnight comfortable room smell dampness open window mosquito net torn could open receive room satisfy cleanliness room except many fly room except bed linen satisfy cleanliness room except location good satisfy,4.1,2
Santo Akyaka Home,YKAB B.,tr,amatörce işletilen otel müşterilerini zan altında bırakacak tavır avranışlar sergileyen sanki bedava konaklıyormuş tavır içerisinde çalışanlar tarafından yönetiliyor odaları çok bakımsız kullanılan eşyalar çok eski oda bildiğiniz rutubetli evcil hayvan dostu olduğunu söyleyen hayvanı başına odada bırakmamanız yazın sıcağında yanınızda sürüklemeniz gerektiğini belirtiyorlar güzel tarafı akyakada olması mükemmel manzaraya sahip olması,amateurishly run hotel managed employee exhibit attitude behavior put customer suspicion staying free room neglected item used room room damp know animal say pet friendly leave animal room per se drag heat summer state drag heat summer good thing akyakada excellent view,amateurishly run hotel manage employee exhibit attitude behavior put customer suspicion stay free room neglect item use room room damp know animal say pet friendly leave animal room per se drag heat summer state drag heat summer good thing akyaka excellent view,4.1,1
Santo Akyaka Home,Altın Savaş,en,clean elegant,clean elegant,clean elegant,4.1,5
Santo Akyaka Home,Duygu Akpinar,en,worst accommodation ever seen even point much doubted cleanliness laid towel brought home went sleep didnt go pool fear catching germs air conditioning bad ventilation smells damp mini shampoo conditioner dryer provide hot water late shower terrible place doesnt even shower cabin used one night sleep didnt care first wish slept car wouldnt spent money nothing would slept comfortably,worst accommodation ever seen even point much doubted cleanliness laid towel brought home went sleep didnt go pool fear catching germ air conditioner bad ventilation smell damp mini shampoo conditioner dryer provide hot water late shower terrible place doesnt even shower cabin used one night sleep didnt care first wish slept car wouldnt spent money nothing would slept comfortably,bad accommodation ever see even point much doubt cleanliness laid towel bring home go sleep not go pool fear catch germ air condition bad ventilation smell damp mini shampoo conditioner dry provide hot water late shower terrible place not even shower cabin use one night sleep not care first wish sleep car would not spend money nothing would sleep comfortably,4.1,1
Santo Akyaka Home,Elif,en,going stay nights saw apartment stayed night bathroom difficult shower cabin damp stuffy unfortunately reminded bathroom grandmothers house years ago short satisfied however let also point stayed terrace floor last floor thats maybe rooms different good thing lady took care noble person saw us left apartment bid farewell smile thank much better businesses would suit lady,stay night saw apartment stayed night bathroom difficult shower cabin damp stuffy unfortunately reminded bathroom grandmother house year ago short satisfied however let also point stayed terrace floor last floor thats maybe room different good thing lady took care noble person saw left apartment farewell smile thank much better business would suit lady,stay night saw apartment stay night bathroom difficult shower cabin damp stuffy unfortunately remind bathroom grandmother house ago short satisfy however let also point stayed terrace floor last floor thats maybe room different good thing lady take care noble person saw left apartment farewell smile thank much good business would suit lady,4.1,3
Santo Akyaka Home,Ece Selvi,en,read first comments scared enjoyable holiday without problems depends want want price performance affordable clean place small pool also stayed rooftop view great air conditioner working smoothly important thing summer heat opinion calm environment nice thank everything,read first comment scared enjoyable holiday without problem depends want want price performance affordable clean place small pool also stayed rooftop view great air conditioner working smoothly important thing summer heat opinion calm environment nice thank everything,read first comment scar enjoyable holiday without problem depend want want price performance affordable clean place small pool also stay rooftop view great air condition work smoothly important thing summer heat opinion calm environment nice thank everything,4.1,4
Santo Akyaka Home,Neslihan Kirman,en,stayed one night comfortable room smelled damp opened window fly screen torn could open received room already flies inside apart linens satisfied cleanliness room location nice apart satisfied,stayed one night comfortable room smelled damp opened window fly screen torn could open received room already fly inside apart linen satisfied cleanliness room location nice apart satisfied,stayed one night comfortable room smell damp open window fly screen torn could open received room already fly inside apart linen satisfied cleanliness room location nice apart satisfy,4.1,2
Mevsim Apart,ahmet yüce,tr,akyadaki aileler güzel apart gürültü sessizlik hakim ula evleri konseptinde yapılmış apart limon mandalin ağaçları içindeki apartın içinde tüplü ocaktan tava bardağa çamaşır makinasına ev gereçleri aile uygun keyifli yakındaki zincir marketlerden uygun fiyatlı alışveriş imkanı lokantalarda yenebilecek uygun pizza dürüm yoğurtlu karışık kızartma keçi sütlü dondurması sarıyer börekçisi kokoreç güzel çarşamba günleri kurulan halk pazarı mutlaka ziyaret edilmeli plaja mt azmak nehrine mt yürüyüş mesafesinde sabahtan kalabalık olmadan öğlene plajı akşamları azmak nehrini tavsiye ederim öğleden plaj kalabalıklaşıyor plaj mtde boy veriyor taş kum plaj mavi bayraklı plajda duş vs imkanı belediye şemsiye şezlong alıyor i̇sterseniz kuma oturun plaj çocuklar uygun azmak tur teknesi gökova tekne turları keyifli sabah gün doğarken orman tarafında yürüyüş imkanı mevsim otel apart sahipleri murat mehmet beylere teşekkürler,family akyaka beautiful apartment noise silence dominated concept ula house built concept apartment lemon tangerine tree apartment inside apartment scuba stove pan glass washing machine household utensil family convenient pleasant nearby chain grocery store affordable shopping opportunity eaten restaurant suitable pizza wrap yoğurt mixed fry goat milk ice cream sarıyer börekçisi kokoreç beautiful public market established wednesday must visit walking distance beach azmak river walking distance morning noon without crowding beach evening azmak river recommend beach afternoon beach getting crowded beach give height stone sand beach blue flagged beach shower beach possibility municipality umbrella sunbeds want sit sand want beach suitable child azmak tour boat gökova boat tour enjoyable morning sunrise forest side possibility walking season hotel apart owner murat mehmet bey thanks,family akyaka beautiful apartment noise silence dominate concept ula house build concept apartment lemon tangerine tree apartment inside apartment scuba stave pan glass wash machine household utensil family convenient pleasant nearby chain grocery store affordable shopping opportunity eat restaurant suitable pizza wrap yoğurt mixed fry goat milk ice cream sarıyer börekçisi kokoreç beautiful public market establish wednesday must visit walk distance beach azmak river walk distance morning noon without crowd beach even azmak river recommend beach afternoon beach get crowd beach give height stone sand beach blue flag beach shower beach possibility municipality umbrella sunbeds want sit sand want beach suitable child azmak tour boat gökova boat tour enjoyable morning sunrise forest side possibility walk season hotel apart owner murat mehmet bey thank,4.4,5
Mevsim Apart,Sedat Avcı,tr,güzel apartdenize m yüzden yere yürüyerek gidiyoruz azmak tekne turu dibimizde balık tutmak,beautiful apart sea walk place go foot azmak boat tour fishing foot,beautiful apart sea walk place go foot azmak boat tour fishing foot,4.4,4
Mevsim Apart,BİRAZ BİLGİ,tr,güzel bi apart 300m deniz yere yürüyebiliyosunuz gittim sizde deneyin,went nice apartment 300m sea walk sea try,go nice apartment sea walk sea try,4.4,5
Mevsim Apart,ahmet yüce,en,nice apartment families akya silence noise apartment built concept ula houses apartment surrounded lemon tangerine trees household appliances tube stove pans glasses washing machine suitable enjoyable family affordable shopping opportunities nearby chain markets best things eat restaurants pizza wraps mixed fries yoghurt goat milk ice cream sarıyer börekçisi kokoreç delicious public market held wednesdays definitely visited meters beach meters azmak river recommend beach morning noon without crowded azmak river evening beach gets little crowded afternoon beach meters sandy beach without stones shower facilities etc blue flag beach municipality charges tl umbrellas sun loungers sit sand want beach suitable children azmak tour boat gökova boat tours enjoyable possible walk around forest sunrise morning thanks mevsim hotel apartment owners murat mehmet,nice apartment family akyaka silence noise apartment built concept ula house apartment surrounded lemon tangerine tree household appliance tube stove pan glass washing machine suitable enjoyable family affordable shopping opportunity nearby chain market best thing eat restaurant pizza wrap mixed fry yoğurt goat milk ice cream sarıyer börekçisi kokoreç delicious public market held wednesday definitely visited beach azmak river recommend beach morning noon without crowded azmak river evening beach get little crowded afternoon beach meter sandy beach without stone shower facility blue flag beach municipality charge umbrella sun lounger sit sand want beach suitable child azmak tour boat gökova boat tour enjoyable possible walk around forest sunrise morning thanks mevsim hotel apartment owner murat mehmet,nice apartment family akyaka silence noise apartment build concept ula house apartment surround lemon tangerine tree household appliance tube stave pan glass wash machine suitable enjoyable family affordable shopping opportunity nearby chain market best thing eat restaurant pizza wrap mixed fry yoğurt goat milk ice cream sarıyer börekçisi kokoreç delicious public market hold wednesday definitely visited beach azmak river recommend beach morning noon without crowd azmak river even beach get little crowded afternoon beach meter sandy beach without stone shower facility blue flag beach municipality charge umbrella sun lounger sit sand want beach suitable child azmak tour boat gökova boat tour enjoyable possible walk around forest sunrise morning thank mevsim hotel apartment owner murat mehmet,4.4,5
Mevsim Apart,Sedat Avcı,en,nice apartment meters sea walk everywhere river boat tour right next us including fishing,nice apartment meter sea walk everywhere river boat tour right next including fishing,nice apartment meter sea walk everywhere river boat tour right next include fishing,4.4,4
Mevsim Apart,BİRAZ BİLGİ,en,nice apartment meters sea walk everywhere went try,nice apartment meter sea walk everywhere went try,nice apartment meter sea walk everywhere go try,4.4,5
Balèze Boutique Hotel,Elif Torun Arı,tr,otele sene eşimle evlenmeden yeni açıldığı gitmiştik odalar ferah modern dizaynlı ve nespresso kahve makinesi bulunuyordu emre bey çok misafirperver ağırlamıştı havuz başı çok sakin huzurluydu havuz başına servis edilen yemek içecekler lezzetliydi dağ manzarası eşliğinde sabah kahvaltılarını hiç unutamıyorum ayrıca sef sabah taze ekmekler servis ederdi fesleğenli pancarlı değişik tarifli ekmekler deneyimlemiştim çok beğendiğimi söyleyince şef geceden ekmekleri buzluğa koyup ayrılacağımız zaman evimize götürmek için vermişti nazik düşüncesi karşısında mest olmuştuk sene ailece gitmek geldi içimizden heyecanla aradım oteli ama küçük çocuğumuzu kglik yorkshire terrier köpeğimizi ortak alanlarda arabasından çıkarmayacağız dememize rağmen kabul edemeyeceklerini söyledi emre bey hatırladığım kadarıyla otelde kediler köpek vardı öyle bi ortamda köpeğimi sorumsuzca otelin içinde serbest gezdirmezdim durum çok üzdü böylesine güzel hatırladığımız otelin evcil hayvan kabul etmemesine üzgün şaşkınız yorumu dikkate alip do not accept the pets konseptini bian önce değişirler,went hotel newly opened got married wife room spacious modern designed espresso coffee machine emre bey hospitable poolside calm peaceful food drink served pool delicious never forget morning breakfast mountain view would serve fresh bread morning experienced different recipe bread basil beetroot said liked much chef put bread freezer night gave take home left kind enchanted thought family called hotel excitement although said would take small child yorkshire terrier dog car common area emre bey said could accept far remember cat dog hotel environment would walk dog irresponsible hotel situation upset sadly surprised hotel remember well accept pet sadly surprised take account comment change concept accept pet soon possible,go hotel newly open get married wife room spacious modern design espresso coffee machine emre bey hospitable poolside calm peaceful food drink serve pool delicious never forget morning breakfast mountain view would serve fresh bread morning experience different recipe bread basil beetroot say liked much chef put bread freezer night give take home left kind enchant think family call hotel excitement although say would take small child yorkshire terrier dog car common area emre bey say could accept far remember cat dog hotel environment would walk dog irresponsible hotel situation upset sadly surprised hotel remember well accept pet sadly surprise take account comment change concept accept pet soon possible,4.9,2
Balèze Boutique Hotel,Levent Yavuz,tr,baleze otel adresim keyifli hafta günümü geçiriyorum odaların konforu yatakların yastıkların otel odasının üstündeki rahatlığı kahvaltının muhteşemliği sevgili yusuf müdür başta misafirlerini memnun etmek ellerinden gelen herşeyi yapan ekip anlatmakla bitmez teşekkür ederiz ekipçe ailece sık sık sizlerleyiz herkese tavsiye ediyoruz,baleze hotel address have a pleasant weekday comfort room comfort bed pillows hotel room magnificence of breakfast dear yusuf manager especially team who everything they can please guest endless tell thank you we are with you team and family frequently we give service advice,baleze hotel address pleasant weekday comfort room comfort bed pillows hotel room magnificence breakfast dear yusuf manager especially team everything please guest endless tell thank with team family frequently give service advice,4.9,5
Balèze Boutique Hotel,Deniz UNAL,tr,geçtiğimiz hafta eşimle unutulmaz tatil deneyimi yaşadığımız baleze hotelde konakladık otelin sunduğu hizmetler misafirperverlik gerçekten etkileyiciydi otele adım attığımız andan personelin güleryüzlü karşılaması ilgisi mutlu otelin odaları son derece konforlu modern şekilde dizayn edilmişti temizlik konusundaki titizlikleri takdire şayandı özellikle yatakların rahatlığı odaların ferahlığı sayesinde evimizde hissettik sabah kahvaltıda taze yiyecekler sunuluyor olmasının yanında ürünlerin özenle hazırlanması lezzetli tatilimizi unutulmaz kıldı otelin sunduğu olanaklar mükemmeldi havuz alanı geniş temizdi azmak nehrine sahile yakınlığı sayesinde keyfini doyasıya çıkardık harika hizmetlerin yanısıra otelin konumu avantajlıydı merkeze turistik yerlere kolayca ulaşabilmemiz tatilimizi eğlenceli hale getirdi özetle baleze hotel konaklama yeri aynı zamanda rahatlık lezzet huzur dolu tatil cenneti muhteşem tatil deneyimi yaşamasını kesinlikle tavsiye ederiz yelda hanım yusuf bey çalışanlara nezaket ilgilerinden teşekkür eder başarılarının devamını dileriz selamlar sevgiler,last week stayed baleze hotel unforgettable holiday experience wife service offered hotel really impressive moment stepped hotel friendly welcome staff attention staff happy room hotel designed comfortable modern way meticulousness cleaning admirable especially comfort bed spaciousness room felt home thanks spaciousness room fresh food served breakfast morning well careful preparation product facility offered hotel unforgettable pool area excellent pool area spacious clean thanks proximity azmak river beach enjoyed fullest addition wonderful service location hotel advantageous fact could easily reach center touristic place made holiday fun summary baleze hotel accommodation also place comfort taste peaceful holiday paradise definitely recommend wonderful holiday experience thank yelda lady yusuf bey employee kindness interest wish continued success greeting love,last week stay baleze hotel unforgettable holiday experience wife service offer hotel really impressive moment step hotel friendly welcome staff attention staff happy room hotel design comfortable modern way meticulousness clean admirable especially comfort bed spaciousness room felt home thank spaciousness room fresh food serve breakfast morning well careful preparation product facility offer hotel unforgettable pool area excellent pool area spacious clean thank proximity azmak river beach enjoy full addition wonderful service location hotel advantageous fact could easily reach center touristic place make holiday fun summary baleze hotel accommodation also place comfort taste peaceful holiday paradise definitely recommend wonderful holiday experience thank yelda lady yusuf bey employee kindness interest wish continue success greeting love,4.9,5
Balèze Boutique Hotel,Gökhan Kulay,tr,balayı tatilimizde otelimiz tercih edip gittik yusuf bey iletişime geçtik sağolsun yardımcı resepsiyonda duran yusuf bey yunus bey nazik kibar insanlar burdan teşekkür etsem azdır otele gelince otelin temizliği odaların dizaynı odaların şartları çalışanların güleryüzü ilgisi vb beklediğimizden iyiydi akyakada yapılabilecek tekne turu restoran kafelere yürüyüş mesafesinde otelin artısı havuzu temiz çevresi düzenli sabah kahvaltılarında serpme kahvaltısı ürünler lezzetli akşam yemeği yemediğimiz konuda yorum yapamıyorum akyakaya gidildiğinde gönül rahatlığıyla tercih edebileceğiniz butik otel düşünüyorum,preferred hotel honeymoon vacation went contact yusuf bey thanks help yusuf bey standing reception desk yusuf bey yunus bey kind polite people would like thank hotel cleanliness hotel design room condition room friendliness employee interest employee better expected boat tour done akyakada within walking distance restaurant cafe plus hotel pool clean surroundings tidy sprinkle breakfast product delicious morning breakfast comment subject eat dinner think boutique hotel choose peace mind go akyakaya,preferred hotel honeymoon vacation go contact yusuf bey thank help yusuf bey stand reception desk yusuf bey yunus bey kind polite people would like thank hotel cleanliness hotel design room condition room friendliness employee interest employee well expect boat tour do akyaka within walk distance restaurant cafe plus hotel pool clean surroundings tidy sprinkle breakfast product delicious morning breakfast comment subject eat dinner think boutique hotel choose peace mind go akyaka,4.9,5
Balèze Boutique Hotel,Demet Kınık,tr,merhaba akyakaya gittim balezee butik otele girdiğim andan nokta atışı yaptığımı hissettim gerek konum karşılama otelin kalitesi kahvaltısı önemlisi temizliği mükemmeldi azmak nehrine adım merkeze yürüme mesafesinde araç kullanmadık bahçe katı odalar çocuklu aileler ideal otel girişinde güleryüzüyle karşılayıp bilgilendiren otel sorumlusu yusuf beye teşekkür ederim akyakaya balezee butik otel seneye görüşmek,hello went akyakaya baleze boutique hotel moment entered hotel felt made point shot location welcome quality hotel breakfast importantly cleanliness excellent azmak river step center walking distance center use car garden floor room ideal family child thank hotel manager yusuf bey welcomed informed smile entrance hotel akyakaya balezee boutique hotel see next,hello go akyaka baleze boutique hotel moment enter hotel felt make point shot location welcome quality hotel breakfast importantly cleanliness excellent azmak river step center walk distance center use car garden floor room ideal family child thank hotel manager yusuf bey welcome inform smile entrance hotel akyaka balezee boutique hotel see next,4.9,5
Balèze Boutique Hotel,Oli Frape,en,wife returned first ever visit akyaka first stay balèze boutique hotel everything stay excellent hotel really clean tidy modern setting beautiful views surrounding mountains tall trees fantastic made feel peaceful breakfast day great staff alongside days exploring local area also happily spent several days relaxing quietly pool hotel short walk local restaurants bars riverside beach didnt need travel anywhere foot highly recommended,wife returned first ever visit akyaka first stay baleze boutique hotel everything stay excellent hotel really clean tidy modern setting beautiful view surrounding mountain tall tree fantastic made feel peaceful breakfast day great staff alongside day exploring local area also happily spent several day relaxing quietly pool hotel short walk local restaurant bar riverside beach didnt need travel anywhere foot highly recommended,wife return first ever visit akyaka first stay baleze boutique hotel everything stay excellent hotel really clean tidy modern set beautiful view surround mountain tall tree fantastic make feel peaceful breakfast day great staff alongside day explore local area also happily spent several day relax quietly pool hotel short walk local restaurant bar riverside beach not need travel anywhere foot highly recommended,4.9,5
Balèze Boutique Hotel,Serhat Sermen,en,super clean friendly hotel great location negative feedback breakfast everyday tired trying cold gözleme every morning also please try add meat options like sucuk sosis salam plan overall,super clean friendly hotel great location negative feedback breakfast every day tired trying cold gözleme every morning also please try add meat option like sucuk sausage salami plan overall,super clean friendly hotel great location negative feedback breakfast every day tire try cold gözleme every morning also please try add meat option like sucuk sausage salami plan overall,4.9,5
Balèze Boutique Hotel,ajw 921,en,last minute booking could asked better moment walked door greeted pleasant helpful professional staff room excellently designed super comfy would highly recommend,last minute booking could asked better moment walked door greeted pleasant helpful professional staff room excellently designed super comfy would highly recommend,last minute booking could ask well moment walk door greet pleasant helpful professional staff room excellently design super comfy would highly recommend,4.9,5
Balèze Boutique Hotel,Cem Haybat,en,best hotel akyaka without doubt amazing rooms pool salt water system enjoy delicious cocktails pool frida highly recommended cocktails stayed one week enjoyed every day highly recommend,best hotel akyaka without doubt amazing room pool salt water system enjoy delicious cocktail pool highly recommended cocktail stayed one week enjoyed every day highly recommend,best hotel akyaka without doubt amazing room pool salt water system enjoy delicious cocktail pool highly recommend cocktail stay one week enjoy every day highly recommend,4.9,5
Balèze Boutique Hotel,Christine Uebelhoer,en,one best hotels ever stayed turkey excellent service super friendly staff smile face fantastic rooms lovely interieurs amazing breakfast buffet outstanding hospitality would recommend anyone stay place garden room almost direct access pool mins walk beach side definitely come thank much,one best hotel ever stayed turkey excellent service super friendly staff smile face fantastic room lovely interior amazing breakfast buffet outstanding hospitality would recommend anyone stay place garden room almost direct access pool min walk beach side definitely thank much,one best hotel ever stay turkey excellent service super friendly staff smile face fantastic room lovely interior amaze breakfast buffet outstanding hospitality would recommend anyone stay place garden room almost direct access pool walk beach side definitely thank much,4.9,5
Orkide Apart Hotel,fatih şen,tr,i̇brahim abi sağolsun beyefendi insan akyakada tatil güzel oteldir fiyat performans otelidir tatlıdır akyakanın doğasına uygun atmosfere sahiptir otellere boş yere fazla para vermeye değmez geleceğiz,ibrahim abi thanks gentleman human akyakada vacation nice hotel price performance hotel sweet atmosphere suitable nature akyakada worth giving much money hotel vain,ibrahim abi thank gentleman human akyaka vacation nice hotel price performance hotel sweet atmosphere suitable nature akyaka worth give much money hotel vain,4.3,5
Orkide Apart Hotel,fizik fizik fizik,tr,sahile uzak işletmeci i̇brahim bey yardım odaklı odalarda klima mevcut özellikle mutfak işe tüp yemek masraflarını azaltıyor malum ülke şartlarında marketlere yakın konumda mekan,away beach operator ibrahim bey help oriented air conditioner room especially kitchen reduce cost tube food work condition country place close market,away beach operator ibrahim bey help orient air condition room especially kitchen reduce cost tube food work condition country place close market,4.3,5
Orkide Apart Hotel,nazif akman,tr,akyakanın giriş temiz güzel yer ibrahim beyin ilgi alakası teşekkür ederiz odalar temiz rahattı gönül rahatlığıyla tercih edilebilir,thank attention ibrahim bey entrance akyakan clean beautiful place room clean comfortable preferred peace mind,thank attention ibrahim bey entrance akyakan clean beautiful place room clean comfortable preferred peace mind,4.3,5
Orkide Apart Hotel,Meltem Apaydın,tr,ağustos ailece yetişkin çocuk olarak bir gece konakladık odada çift kişilik yatak dışında banyo mini buzdolabı mutfak açılır kanape bulunuyor odaların dekorasyonu eski temiz konumu güzel merkezde biz memnun kaldık özellikle işletme sahibi i̇brahim abinin samimiyeti sohbeti yardımseverliği takdire şayan teşekkür ederiz,stayed one night august family adult child apart double bed room bathroom mini fridge kitchen opening sofa decoration room location clean location center satisfied especially sincerity owner ibrahim abis sincerity conversation helpfulness appreciated thank,stayed one night august family adult child apart double bed room bathroom mini fridge kitchen open sofa decoration room location clean location center satisfy especially sincerity owner ibrahim abi sincerity conversation helpfulness appreciate thank,4.3,4
Orkide Apart Hotel,askurtcan,tr,eski konak tarzı apart eskiyi hatırlatıyor i̇brahim bey cana yakın samimi karşılaşmasıyla mutlu teşekkürler,mansion style apart reminds ibrahim bey happy friendly sincere encounter thanks,mansion style apart remind ibrahim bey happy friendly sincere encounter thank,4.3,4
Orkide Apart Hotel,avigail lew,en,recommended stayed nights came back another week apartments really comfortable everything needed atmosphere really cozy people hotel kind peaceful felt really comfortable,recommended stayed night came back another week apartment really comfortable everything needed atmosphere really cozy people hotel kind peaceful felt really comfortable,recommend stayed night come back another week apartment really comfortable everything need atmosphere really cozy people hotel kind peaceful felt really comfortable,4.3,5
Orkide Apart Hotel,Jacob Kogan,en,totally solid clean comfortable hotel affordable compared others area air conditioning worked well water heater shower refrigerator kept water bottles super cold comfy bed nice little balcony clean accommodation around,totally solid clean comfortable hotel affordable compared others area air conditioner worked well water heater shower refrigerator kept water bottle super cold comfy bed nice little balcony clean accommodation around,totally solid clean comfortable hotel affordable compare others area air condition work well water heater shower refrigerator keep water bottle super cold comfy bed nice little balcony clean accommodation around,4.3,5
Orkide Apart Hotel,Mert Akça,en,gave two stars working air conditioner room overall small furnitures super old shower inside toilet,gave two star working air conditioner room overall small furniture super shower inside toilet,give two star work air condition room overall small furniture super shower inside toilet,4.3,2
Orkide Apart Hotel,levi Rocks,en,hello ibrahim funny nice guy good stay hotel thank hospitality ola levi,hello ibrahim funny nice guy good stay hotel thank hospitality,hello ibrahim funny nice guy good stay hotel thank hospitality,4.3,5
Orkide Apart Hotel,Chris Monck,en,stayed night everything need within metresfor price fantastic value money booking next time visit akyaka,stayed night everything need within metresfor price fantastic value money booking next time visit akyaka,stay night everything need within metresfor price fantastic value money book next time visit akyaka,4.3,5
Ayka Otel,ih hakan,tr,kahvaltısı temizliği güzel çalışanlar güleryüzlü konumu güzel şikayet edeceğim nokta olabilir öne bakan balkonlu odalar doldu sürekli alt kat odaları verme eğilimi ısrarla birde geceden başka yere bakalım zaman mesajıyla havuza bakan balkonlu oda boşalmış oldu iptal edildi tekrar planlandı tarzı söylendi tatil süresince alt katta kalmadık tavır hoşuma gitmedi dışında dediğim genel güzeldi,breakfast cleanliness nice staff friendly location nice location may point complaint room balcony facing front full tendency constantly give downstairs room insistently insisted room balcony overlooking pool empty message time look elsewhere night room balcony overlooking pool canceled canceled planned,breakfast cleanliness nice staff friendly location nice location may point complaint room balcony face front full tendency constantly give downstairs room insistently insist room balcony overlook pool empty message time look elsewhere night room balcony overlook pool cancel cancel plan,4.6,5
Ayka Otel,sefa aslan,tr,misafirperver müşteri dostu harika işletmecileri tertemiz otel kahvaltıları leziz konum denize dakika yürümede azmak nehrine uzak ilaçlamayla baş edilmez dönemlerde sivri sineklerden korunmanızı sağlıyor i̇şletmecisi esra hanım güleryüzü yardımseverliğiyle tatilimizi güzelleştirdi,hospitable customer friendly wonderful manager clean hotel breakfast delicious location walk sea far azmak river away mosquito period coped spraying mosquito owner hotel esra made holiday beautiful smiling helpfulness,hospitable customer friendly wonderful manager clean hotel breakfast delicious location walk sea far azmak river away mosquito period cop spray mosquito owner hotel esra make holiday beautiful smile helpfulness,4.6,5
Ayka Otel,meltem yurtbekcisi,tr,oteli akyaka giderken yolda bulduk tesadüfen aradık yer söylediler vardığımizda odayı görmek istedik son oda kalmış alt katta kadarını beklemiyordum odaya girince beğendik hemen tuttuk beyaz sabun kokusu yer tertemiz kahvaltısı süper lezzetli otoparkı bulunması akyaka harika durum sahile yakın beğendik teşekkür ederiz herkese tavsiye ederiz,found hotel way akyaka way akyaka coincidentally called place told place wanted see room arrived wanted see room last room left lower floor didnt expect much liked entered room immediately kept smell white soap place immaculate breakfast super delicious parking lot located akyaka wonderful situation close beach like thank recommend everyone,find hotel way akyaka way akyaka coincidentally call place tell place want see room arrive wanted see room last room leave low floor not expect much like entered room immediately keep smell white soap place immaculate breakfast super delicious parking lot locate akyaka wonderful situation close beach like thank recommend everyone,4.6,5
