hotel_name,aspect,pos_ratio
MSKÜ Akyaka Uygulama Oteli,Leisure & Meals,0.7
MSKÜ Akyaka Uygulama Oteli,Service & Social Experience,0.6
MSKÜ Akyaka Uygulama Oteli,food,0.8
MSKÜ Akyaka Uygulama Oteli,location,0.7
MSKÜ Akyaka Uygulama Oteli,price,0.7
MSKÜ Akyaka Uygulama Oteli,room,0.9
MSKÜ Akyaka Uygulama Oteli,service,0.7
Marina Port Otel Akyaka,Accommodation & Facilities,0.9
Marina Port Otel Akyaka,Beach & Water,0.9
Marina Port Otel Akyaka,Leisure & Meals,0.9
Marina Port Otel Akyaka,Service & Social Experience,0.8
Marina Port Otel Akyaka,food,0.9
Marina Port Otel Akyaka,location,0.9
Marina Port Otel Akyaka,price,0.9
Marina Port Otel Akyaka,room,0.9
Marina Port Otel Akyaka,service,0.8
Meltem Hanım Konağı butik otel ve Restoran,Accommodation & Facilities,0.9
Meltem Hanım Konağı butik otel ve Restoran,Beach & Water,0.9
Meltem Hanım Konağı butik otel ve Restoran,Leisure & Meals,0.8
Meltem Hanım Konağı butik otel ve Restoran,Service & Social Experience,0.9
Meltem Hanım Konağı butik otel ve Restoran,food,0.9
Meltem Hanım Konağı butik otel ve Restoran,location,0.9
Meltem Hanım Konağı butik otel ve Restoran,price,0.9
Meltem Hanım Konağı butik otel ve Restoran,room,0.9
Meltem Hanım Konağı butik otel ve Restoran,service,0.9
Menteşede Oteller | Karya Apart Otel,Accommodation & Facilities,0.8
Menteşede Oteller | Karya Apart Otel,Beach & Water,0.7
Menteşede Oteller | Karya Apart Otel,Leisure & Meals,0.8
Menteşede Oteller | Karya Apart Otel,Service & Social Experience,0.8
Menteşede Oteller | Karya Apart Otel,food,0.8
Menteşede Oteller | Karya Apart Otel,location,0.8
Menteşede Oteller | Karya Apart Otel,price,0.9
Menteşede Oteller | Karya Apart Otel,room,0.8
Menteşede Oteller | Karya Apart Otel,service,0.8
Mercan Apart Akyaka,Accommodation & Facilities,0.5
Mercan Apart Akyaka,Beach & Water,0.5
Mercan Apart Akyaka,Leisure & Meals,0.5
Mercan Apart Akyaka,Service & Social Experience,0.7
Mercan Apart Akyaka,food,0.5
Mercan Apart Akyaka,location,0.5
Mercan Apart Akyaka,price,0.7
Mercan Apart Akyaka,room,0.6
Mercan Apart Akyaka,service,0.7
Merve Han Residence Hotel,Accommodation & Facilities,0.5
Merve Han Residence Hotel,Beach & Water,0.5
Merve Han Residence Hotel,Leisure & Meals,0.5
Merve Han Residence Hotel,Service & Social Experience,0.5
Merve Han Residence Hotel,food,0.5
Merve Han Residence Hotel,location,0.5
Merve Han Residence Hotel,price,0.5
Merve Han Residence Hotel,room,0.5
Merve Han Residence Hotel,service,0.5
Mevsim Apart,Accommodation & Facilities,1.0
Mevsim Apart,Beach & Water,1.0
Mevsim Apart,Leisure & Meals,1.0
Mevsim Apart,Service & Social Experience,1.0
Mevsim Apart,food,1.0
Mevsim Apart,location,1.0
Mevsim Apart,price,1.0
Mevsim Apart,room,1.0
Mevsim Apart,service,1.0
Mevsim Apart - Akyaka Apart,Accommodation & Facilities,0.9
Mevsim Apart - Akyaka Apart,Beach & Water,0.8
Mevsim Apart - Akyaka Apart,Leisure & Meals,0.9
Mevsim Apart - Akyaka Apart,Service & Social Experience,1.0
Mevsim Apart - Akyaka Apart,food,1.0
Mevsim Apart - Akyaka Apart,location,1.0
Mevsim Apart - Akyaka Apart,price,0.9
Mevsim Apart - Akyaka Apart,room,0.9
Mevsim Apart - Akyaka Apart,service,0.9
Mevsim Otel - Akyaka Otel,Accommodation & Facilities,0.6
Mevsim Otel - Akyaka Otel,Beach & Water,0.5
Mevsim Otel - Akyaka Otel,Leisure & Meals,0.6
Mevsim Otel - Akyaka Otel,Service & Social Experience,0.6
Mevsim Otel - Akyaka Otel,food,0.6
Mevsim Otel - Akyaka Otel,location,0.7
Mevsim Otel - Akyaka Otel,price,0.5
Mevsim Otel - Akyaka Otel,room,0.5
Mevsim Otel - Akyaka Otel,service,0.6
Mimoza Pansiyon,Accommodation & Facilities,0.6
Mimoza Pansiyon,Beach & Water,0.6
Mimoza Pansiyon,Leisure & Meals,0.6
Mimoza Pansiyon,Service & Social Experience,0.6
Mimoza Pansiyon,food,0.6
Mimoza Pansiyon,location,0.6
Mimoza Pansiyon,price,0.7
Mimoza Pansiyon,room,0.6
Mimoza Pansiyon,service,0.6
Mira Apart,Accommodation & Facilities,1.0
Mira Apart,Beach & Water,1.0
Mira Apart,Leisure & Meals,1.0
Mira Apart,Service & Social Experience,1.0
Mira Apart,food,1.0
Mira Apart,location,1.0
Mira Apart,price,1.0
Mira Apart,room,1.0
Mira Apart,service,1.0
Mosso Boutique Hotel,Accommodation & Facilities,0.8888888888888888
Mosso Boutique Hotel,Beach & Water,0.8888888888888888
Mosso Boutique Hotel,Leisure & Meals,0.8888888888888888
Mosso Boutique Hotel,Service & Social Experience,0.7777777777777778
Mosso Boutique Hotel,food,0.8888888888888888
Mosso Boutique Hotel,location,0.8888888888888888
Mosso Boutique Hotel,price,0.7777777777777778
Mosso Boutique Hotel,room,0.8888888888888888
Mosso Boutique Hotel,service,0.8888888888888888
Moğla Taşhan otel,Accommodation & Facilities,0.6
Moğla Taşhan otel,Beach & Water,0.6
Moğla Taşhan otel,Leisure & Meals,0.6
Moğla Taşhan otel,Service & Social Experience,0.8
Moğla Taşhan otel,food,0.6
Moğla Taşhan otel,location,0.7
Moğla Taşhan otel,price,0.8
Moğla Taşhan otel,room,0.7
Moğla Taşhan otel,service,0.7
Muğla Hotel,Accommodation & Facilities,0.75
Muğla Hotel,Beach & Water,0.75
Muğla Hotel,Leisure & Meals,0.75
Muğla Hotel,Service & Social Experience,0.875
Muğla Hotel,food,0.875
Muğla Hotel,location,0.75
Muğla Hotel,price,0.75
Muğla Hotel,room,0.75
Muğla Hotel,service,0.75
Nehir Apart Otel,Accommodation & Facilities,0.9
Nehir Apart Otel,Beach & Water,0.9
Nehir Apart Otel,Leisure & Meals,0.9
Nehir Apart Otel,Service & Social Experience,0.9
Nehir Apart Otel,food,0.9
Nehir Apart Otel,location,0.9
Nehir Apart Otel,price,0.9
Nehir Apart Otel,room,0.9
Nehir Apart Otel,service,0.9
Nehir Butik Otel,Accommodation & Facilities,0.8
Nehir Butik Otel,Beach & Water,0.8
Nehir Butik Otel,Leisure & Meals,0.8
Nehir Butik Otel,Service & Social Experience,0.8
Nehir Butik Otel,food,0.8
Nehir Butik Otel,location,0.8
Nehir Butik Otel,price,0.8
Nehir Butik Otel,room,0.8
Nehir Butik Otel,service,0.8
No22 Riders'Inn,Accommodation & Facilities,0.7
No22 Riders'Inn,Beach & Water,0.7
No22 Riders'Inn,Leisure & Meals,0.7
No22 Riders'Inn,Service & Social Experience,0.7
No22 Riders'Inn,food,0.7
No22 Riders'Inn,location,0.8
No22 Riders'Inn,price,0.7
No22 Riders'Inn,room,0.7
No22 Riders'Inn,service,0.7
Nova Aparts Otel,Accommodation & Facilities,0.9
Nova Aparts Otel,Beach & Water,0.9
Nova Aparts Otel,Leisure & Meals,0.9
Nova Aparts Otel,Service & Social Experience,0.9
Nova Aparts Otel,food,0.9
Nova Aparts Otel,location,0.9
Nova Aparts Otel,price,0.9
Nova Aparts Otel,room,0.9
Nova Aparts Otel,service,0.9
NİL HOTEL,Accommodation & Facilities,0.4
NİL HOTEL,Beach & Water,0.4
NİL HOTEL,Leisure & Meals,0.4
NİL HOTEL,Service & Social Experience,0.5
NİL HOTEL,food,0.4
NİL HOTEL,location,0.4
NİL HOTEL,price,0.5
NİL HOTEL,room,0.4
NİL HOTEL,service,0.4
Orkide Apart Hotel,Accommodation & Facilities,0.9
Orkide Apart Hotel,Beach & Water,0.9
Orkide Apart Hotel,Leisure & Meals,0.9
Orkide Apart Hotel,Service & Social Experience,0.9
Orkide Apart Hotel,food,0.9
Orkide Apart Hotel,location,0.9
Orkide Apart Hotel,price,0.9
Orkide Apart Hotel,room,0.9
Orkide Apart Hotel,service,0.9
Otel Arın,Accommodation & Facilities,1.0
Otel Arın,Beach & Water,1.0
Otel Arın,Leisure & Meals,1.0
Otel Arın,Service & Social Experience,1.0
Otel Arın,food,1.0
Otel Arın,location,1.0
Otel Arın,price,1.0
Otel Arın,room,1.0
Otel Arın,service,1.0
PORTOFİNO APART ŞUBE,Accommodation & Facilities,1.0
PORTOFİNO APART ŞUBE,Beach & Water,1.0
PORTOFİNO APART ŞUBE,Leisure & Meals,1.0
PORTOFİNO APART ŞUBE,Service & Social Experience,1.0
PORTOFİNO APART ŞUBE,food,1.0
PORTOFİNO APART ŞUBE,location,1.0
PORTOFİNO APART ŞUBE,price,1.0
PORTOFİNO APART ŞUBE,room,1.0
PORTOFİNO APART ŞUBE,service,1.0
Padok Premium Hotel & Stables,Accommodation & Facilities,0.7
Padok Premium Hotel & Stables,Beach & Water,0.7
Padok Premium Hotel & Stables,Leisure & Meals,0.6
Padok Premium Hotel & Stables,Service & Social Experience,0.7
Padok Premium Hotel & Stables,food,0.7
Padok Premium Hotel & Stables,location,0.7
Padok Premium Hotel & Stables,price,0.6
Padok Premium Hotel & Stables,room,0.7
Padok Premium Hotel & Stables,service,0.8
Palmiye Apart Otel,Accommodation & Facilities,0.8
Palmiye Apart Otel,Beach & Water,0.8
Palmiye Apart Otel,Leisure & Meals,0.8
Palmiye Apart Otel,Service & Social Experience,0.8
Palmiye Apart Otel,food,0.8
Palmiye Apart Otel,location,0.7
Palmiye Apart Otel,price,0.8
Palmiye Apart Otel,room,0.8
Palmiye Apart Otel,service,0.8
Panamara Otel,Accommodation & Facilities,0.7
Panamara Otel,Beach & Water,0.7
Panamara Otel,Leisure & Meals,0.7
Panamara Otel,Service & Social Experience,0.7
Panamara Otel,food,0.7
Panamara Otel,location,0.7
Panamara Otel,price,0.6
Panamara Otel,room,0.7
Panamara Otel,service,0.7
Panamare Apart & Hotel Akyaka,Accommodation & Facilities,0.6
Panamare Apart & Hotel Akyaka,Beach & Water,0.5
Panamare Apart & Hotel Akyaka,Leisure & Meals,0.6
Panamare Apart & Hotel Akyaka,Service & Social Experience,0.6
Panamare Apart & Hotel Akyaka,food,0.6
Panamare Apart & Hotel Akyaka,location,0.6
Panamare Apart & Hotel Akyaka,price,0.6
Panamare Apart & Hotel Akyaka,room,0.6
Panamare Apart & Hotel Akyaka,service,0.6
Petek Hotel,Accommodation & Facilities,0.8
Petek Hotel,Beach & Water,0.7
Petek Hotel,Leisure & Meals,0.8
Petek Hotel,Service & Social Experience,0.8
Petek Hotel,food,0.9
Petek Hotel,location,0.9
Petek Hotel,price,0.8
Petek Hotel,room,0.8
Petek Hotel,service,0.8
Raymar Hotels Muğla,Accommodation & Facilities,1.0
Raymar Hotels Muğla,Beach & Water,1.0
Raymar Hotels Muğla,Leisure & Meals,1.0
Raymar Hotels Muğla,Service & Social Experience,1.0
Raymar Hotels Muğla,food,1.0
Raymar Hotels Muğla,location,1.0
Raymar Hotels Muğla,price,1.0
Raymar Hotels Muğla,room,1.0
Raymar Hotels Muğla,service,1.0
Renklice Apart Evler,Accommodation & Facilities,1.0
Renklice Apart Evler,Beach & Water,0.8
Renklice Apart Evler,Leisure & Meals,1.0
Renklice Apart Evler,Service & Social Experience,1.0
Renklice Apart Evler,food,1.0
Renklice Apart Evler,location,1.0
Renklice Apart Evler,price,1.0
Renklice Apart Evler,room,1.0
Renklice Apart Evler,service,1.0
Santo Akyaka Home,Accommodation & Facilities,0.631578947368421
Santo Akyaka Home,Beach & Water,0.5263157894736842
Santo Akyaka Home,Leisure & Meals,0.5789473684210527
Santo Akyaka Home,Service & Social Experience,0.631578947368421
Santo Akyaka Home,food,0.5263157894736842
Santo Akyaka Home,location,0.631578947368421
Santo Akyaka Home,price,0.631578947368421
Santo Akyaka Home,room,0.5789473684210527
Santo Akyaka Home,service,0.5789473684210527
Server Apart Hotel,Accommodation & Facilities,0.8
Server Apart Hotel,Beach & Water,0.8
Server Apart Hotel,Leisure & Meals,0.8
Server Apart Hotel,Service & Social Experience,0.8
Server Apart Hotel,food,0.8
Server Apart Hotel,location,0.8
Server Apart Hotel,price,0.8
Server Apart Hotel,room,0.9
Server Apart Hotel,service,0.8
Sezgin Apart,Accommodation & Facilities,0.5
Sezgin Apart,Beach & Water,0.5
Sezgin Apart,Leisure & Meals,0.5
Sezgin Apart,Service & Social Experience,0.5
Sezgin Apart,food,0.5
Sezgin Apart,location,0.5
Sezgin Apart,price,0.5
Sezgin Apart,room,0.5
Sezgin Apart,service,0.5
Shimal Residences & Hotel,Accommodation & Facilities,0.8
Shimal Residences & Hotel,Beach & Water,0.8
Shimal Residences & Hotel,Leisure & Meals,0.8
Shimal Residences & Hotel,Service & Social Experience,0.8
Shimal Residences & Hotel,food,0.8
Shimal Residences & Hotel,location,0.8
Shimal Residences & Hotel,price,0.8
Shimal Residences & Hotel,room,0.8
Shimal Residences & Hotel,service,0.9
Su Apart Otel Akyaka,Accommodation & Facilities,0.6
Su Apart Otel Akyaka,Beach & Water,0.6
Su Apart Otel Akyaka,Leisure & Meals,0.6
Su Apart Otel Akyaka,Service & Social Experience,0.6
Su Apart Otel Akyaka,food,0.6
Su Apart Otel Akyaka,location,0.6
Su Apart Otel Akyaka,price,0.6
Su Apart Otel Akyaka,room,0.6
Su Apart Otel Akyaka,service,0.6
Summer Otel,Accommodation & Facilities,0.7
Summer Otel,Beach & Water,0.7
Summer Otel,Leisure & Meals,0.7
Summer Otel,Service & Social Experience,0.7
Summer Otel,food,0.7
Summer Otel,location,0.8
Summer Otel,price,0.7
Summer Otel,room,0.7
Summer Otel,service,0.7
TN&CO Exclusive CIP Suites/Primeclass Rooms,Accommodation & Facilities,0.8
TN&CO Exclusive CIP Suites/Primeclass Rooms,Beach & Water,0.8
TN&CO Exclusive CIP Suites/Primeclass Rooms,Leisure & Meals,0.8
TN&CO Exclusive CIP Suites/Primeclass Rooms,Service & Social Experience,0.8
TN&CO Exclusive CIP Suites/Primeclass Rooms,food,0.8
TN&CO Exclusive CIP Suites/Primeclass Rooms,location,0.9
TN&CO Exclusive CIP Suites/Primeclass Rooms,price,0.8
TN&CO Exclusive CIP Suites/Primeclass Rooms,room,0.8
TN&CO Exclusive CIP Suites/Primeclass Rooms,service,0.8
Teras Tepe Apart,Accommodation & Facilities,0.4
Teras Tepe Apart,Beach & Water,0.4
Teras Tepe Apart,Leisure & Meals,0.4
Teras Tepe Apart,Service & Social Experience,0.4
Teras Tepe Apart,food,0.4
Teras Tepe Apart,location,0.4
Teras Tepe Apart,price,0.4
Teras Tepe Apart,room,0.4
Teras Tepe Apart,service,0.4
Totelya Hotel,Accommodation & Facilities,1.0
Totelya Hotel,Beach & Water,0.9
Totelya Hotel,Leisure & Meals,1.0
Totelya Hotel,Service & Social Experience,1.0
Totelya Hotel,food,1.0
Totelya Hotel,location,1.0
Totelya Hotel,price,1.0
Totelya Hotel,room,1.0
Totelya Hotel,service,1.0
Tuna Otel,Accommodation & Facilities,1.0
Tuna Otel,Beach & Water,1.0
Tuna Otel,Leisure & Meals,1.0
Tuna Otel,Service & Social Experience,1.0
Tuna Otel,food,1.0
Tuna Otel,location,1.0
Tuna Otel,price,1.0
Tuna Otel,room,0.9
Tuna Otel,service,1.0
Tuna Otel Rezidans,Accommodation & Facilities,0.7
Tuna Otel Rezidans,Beach & Water,0.7
Tuna Otel Rezidans,Leisure & Meals,0.7
Tuna Otel Rezidans,Service & Social Experience,0.7
Tuna Otel Rezidans,food,0.7
Tuna Otel Rezidans,location,0.7
Tuna Otel Rezidans,price,0.7
Tuna Otel Rezidans,room,0.7
Tuna Otel Rezidans,service,0.7
Tuncer Otel,Accommodation & Facilities,0.9
Tuncer Otel,Beach & Water,1.0
Tuncer Otel,Leisure & Meals,1.0
Tuncer Otel,Service & Social Experience,1.0
Tuncer Otel,food,1.0
Tuncer Otel,location,1.0
Tuncer Otel,price,1.0
Tuncer Otel,room,1.0
Tuncer Otel,service,1.0
Ugur Apart Hotel,Accommodation & Facilities,0.7
Ugur Apart Hotel,Beach & Water,0.7
Ugur Apart Hotel,Leisure & Meals,0.7
Ugur Apart Hotel,Service & Social Experience,0.7
Ugur Apart Hotel,food,0.7
Ugur Apart Hotel,location,0.7
Ugur Apart Hotel,price,0.7
Ugur Apart Hotel,room,0.6
Ugur Apart Hotel,service,0.7
Uğurevler Apart,Accommodation & Facilities,0.7
Uğurevler Apart,Beach & Water,0.6
Uğurevler Apart,Leisure & Meals,0.7
Uğurevler Apart,Service & Social Experience,0.7
Uğurevler Apart,food,0.7
Uğurevler Apart,location,0.7
Uğurevler Apart,price,0.8
Uğurevler Apart,room,0.7
Uğurevler Apart,service,0.8
Verde Suites Akyaka,Accommodation & Facilities,0.8
Verde Suites Akyaka,Beach & Water,0.8
Verde Suites Akyaka,Leisure & Meals,0.8
Verde Suites Akyaka,Service & Social Experience,0.8
Verde Suites Akyaka,food,0.8
Verde Suites Akyaka,location,0.8
Verde Suites Akyaka,price,0.8
Verde Suites Akyaka,room,0.8
Verde Suites Akyaka,service,0.8
XOX Apart Hotel,Accommodation & Facilities,1.0
XOX Apart Hotel,Beach & Water,0.9
XOX Apart Hotel,Leisure & Meals,1.0
XOX Apart Hotel,Service & Social Experience,1.0
XOX Apart Hotel,food,1.0
XOX Apart Hotel,location,1.0
XOX Apart Hotel,price,1.0
XOX Apart Hotel,room,1.0
XOX Apart Hotel,service,1.0
YAKABÜK TİNY HOUSE PANSİYON,Accommodation & Facilities,1.0
YAKABÜK TİNY HOUSE PANSİYON,Beach & Water,1.0
YAKABÜK TİNY HOUSE PANSİYON,Leisure & Meals,1.0
YAKABÜK TİNY HOUSE PANSİYON,Service & Social Experience,1.0
YAKABÜK TİNY HOUSE PANSİYON,food,1.0
YAKABÜK TİNY HOUSE PANSİYON,location,1.0
YAKABÜK TİNY HOUSE PANSİYON,price,1.0
YAKABÜK TİNY HOUSE PANSİYON,room,1.0
YAKABÜK TİNY HOUSE PANSİYON,service,1.0
Yakabük Otel & Restaurant,Accommodation & Facilities,0.9
Yakabük Otel & Restaurant,Beach & Water,0.9
Yakabük Otel & Restaurant,Leisure & Meals,0.9
Yakabük Otel & Restaurant,Service & Social Experience,0.9
Yakabük Otel & Restaurant,food,1.0
Yakabük Otel & Restaurant,location,1.0
Yakabük Otel & Restaurant,price,0.9
Yakabük Otel & Restaurant,room,0.8
Yakabük Otel & Restaurant,service,1.0
Yatu Apart Otel,Accommodation & Facilities,0.75
Yatu Apart Otel,Beach & Water,0.75
Yatu Apart Otel,Leisure & Meals,0.75
Yatu Apart Otel,Service & Social Experience,0.75
Yatu Apart Otel,food,0.75
Yatu Apart Otel,location,0.75
Yatu Apart Otel,price,0.75
Yatu Apart Otel,room,0.5
Yatu Apart Otel,service,1.0
Yelken Hotel Akyaka,Accommodation & Facilities,0.8
Yelken Hotel Akyaka,Beach & Water,0.8
Yelken Hotel Akyaka,Leisure & Meals,0.8
Yelken Hotel Akyaka,Service & Social Experience,0.8
Yelken Hotel Akyaka,food,0.9
Yelken Hotel Akyaka,location,0.8
Yelken Hotel Akyaka,price,0.8
Yelken Hotel Akyaka,room,0.8
Yelken Hotel Akyaka,service,0.8
Yener Apart,Accommodation & Facilities,0.8
Yener Apart,Beach & Water,0.8
Yener Apart,Leisure & Meals,0.8
Yener Apart,Service & Social Experience,0.8
Yener Apart,food,0.8
Yener Apart,location,0.8
Yener Apart,price,0.9
Yener Apart,room,0.8
Yener Apart,service,0.8
Yeni sıtar apart,Accommodation & Facilities,0.3
Yeni sıtar apart,Beach & Water,0.4
Yeni sıtar apart,Leisure & Meals,0.4
Yeni sıtar apart,Service & Social Experience,0.4
Yeni sıtar apart,food,0.4
Yeni sıtar apart,location,0.4
Yeni sıtar apart,price,0.4
Yeni sıtar apart,room,0.3
Yeni sıtar apart,service,0.4
Yenice Vadi,Accommodation & Facilities,0.7
Yenice Vadi,Beach & Water,0.8
Yenice Vadi,Leisure & Meals,0.8
Yenice Vadi,Service & Social Experience,0.8
Yenice Vadi,food,0.8
Yenice Vadi,location,0.8
Yenice Vadi,price,0.8
Yenice Vadi,room,0.8
Yenice Vadi,service,0.8
Yücelen Otel Akyaka,Accommodation & Facilities,0.9
Yücelen Otel Akyaka,Beach & Water,0.9
Yücelen Otel Akyaka,Leisure & Meals,0.9
Yücelen Otel Akyaka,Service & Social Experience,0.9
Yücelen Otel Akyaka,food,0.9
Yücelen Otel Akyaka,location,0.9
Yücelen Otel Akyaka,price,0.9
Yücelen Otel Akyaka,room,0.9
Yücelen Otel Akyaka,service,0.9
belgin pansiyon,Accommodation & Facilities,0.7
belgin pansiyon,Beach & Water,0.7
belgin pansiyon,Leisure & Meals,0.7
belgin pansiyon,Service & Social Experience,0.7
belgin pansiyon,food,0.6
belgin pansiyon,location,0.6
belgin pansiyon,price,0.9
belgin pansiyon,room,0.7
belgin pansiyon,service,0.7
portofino apart,Accommodation & Facilities,0.4
portofino apart,Beach & Water,0.4
portofino apart,Leisure & Meals,0.4
portofino apart,Service & Social Experience,0.6
portofino apart,food,0.5
portofino apart,location,0.5
portofino apart,price,0.5
portofino apart,room,0.4
portofino apart,service,0.5
villa vali Akyaka Apart,Accommodation & Facilities,0.9
villa vali Akyaka Apart,Beach & Water,0.9
villa vali Akyaka Apart,Leisure & Meals,0.9
villa vali Akyaka Apart,Service & Social Experience,0.9
villa vali Akyaka Apart,food,0.8
villa vali Akyaka Apart,location,0.9
villa vali Akyaka Apart,price,0.8
villa vali Akyaka Apart,room,0.9
villa vali Akyaka Apart,service,0.9
ÇALCALAR OTEL,Accommodation & Facilities,1.0
ÇALCALAR OTEL,Beach & Water,1.0
ÇALCALAR OTEL,Leisure & Meals,1.0
ÇALCALAR OTEL,Service & Social Experience,1.0
ÇALCALAR OTEL,food,1.0
ÇALCALAR OTEL,location,1.0
ÇALCALAR OTEL,price,1.0
ÇALCALAR OTEL,room,1.0
ÇALCALAR OTEL,service,1.0
İNCİLİ PANSİYON-OTEL-APART,Accommodation & Facilities,1.0
İNCİLİ PANSİYON-OTEL-APART,Beach & Water,1.0
İNCİLİ PANSİYON-OTEL-APART,Leisure & Meals,1.0
İNCİLİ PANSİYON-OTEL-APART,Service & Social Experience,1.0
İNCİLİ PANSİYON-OTEL-APART,food,1.0
İNCİLİ PANSİYON-OTEL-APART,location,1.0
İNCİLİ PANSİYON-OTEL-APART,price,1.0
İNCİLİ PANSİYON-OTEL-APART,room,1.0
İNCİLİ PANSİYON-OTEL-APART,service,1.0
İnci Apart,Accommodation & Facilities,0.3
İnci Apart,Beach & Water,0.4
İnci Apart,Leisure & Meals,0.3
İnci Apart,Service & Social Experience,0.3
İnci Apart,food,0.3
İnci Apart,location,0.5
İnci Apart,price,0.5
İnci Apart,room,0.2
İnci Apart,service,0.3
İskelem Butik Otel,Accommodation & Facilities,1.0
İskelem Butik Otel,Beach & Water,1.0
İskelem Butik Otel,Leisure & Meals,1.0
İskelem Butik Otel,Service & Social Experience,1.0
İskelem Butik Otel,food,1.0
İskelem Butik Otel,location,1.0
İskelem Butik Otel,price,1.0
İskelem Butik Otel,room,1.0
İskelem Butik Otel,service,1.0
İzethan Hotel,Accommodation & Facilities,0.8
İzethan Hotel,Beach & Water,0.8
İzethan Hotel,Leisure & Meals,0.8
İzethan Hotel,Service & Social Experience,0.8
İzethan Hotel,food,0.8
İzethan Hotel,location,0.8
İzethan Hotel,price,0.8
İzethan Hotel,room,0.8
İzethan Hotel,service,0.8
