hotel_name,review_idx,aspect,sentiment
Balèze Boutique Hotel,363,Service & Social Experience,positive
Balèze Boutique Hotel,363,Leisure & Meals,positive
Balèze Boutique Hotel,364,room,positive
Balèze Boutique Hotel,364,service,positive
Balèze Boutique Hotel,364,location,positive
Balèze Boutique Hotel,364,price,positive
Balèze Boutique Hotel,364,food,positive
Balèze Boutique Hotel,364,Beach & Water,positive
Balèze Boutique Hotel,364,Accommodation & Facilities,positive
Balèze Boutique Hotel,364,Service & Social Experience,positive
Balèze Boutique Hotel,364,Leisure & Meals,positive
Balèze Boutique Hotel,365,room,positive
Balèze Boutique Hotel,365,service,positive
Balèze Boutique Hotel,365,location,positive
Balèze Boutique Hotel,365,price,positive
Balèze Boutique Hotel,365,food,positive
Balèze Boutique Hotel,365,Beach & Water,positive
Balèze Boutique Hotel,365,Accommodation & Facilities,positive
Balèze Boutique Hotel,365,Service & Social Experience,positive
Balèze Boutique Hotel,365,Leisure & Meals,positive
Balèze Boutique Hotel,366,room,positive
Balèze Boutique Hotel,366,service,positive
Balèze Boutique Hotel,366,location,positive
Balèze Boutique Hotel,366,price,positive
Balèze Boutique Hotel,366,food,positive
Balèze Boutique Hotel,366,Beach & Water,positive
Balèze Boutique Hotel,366,Accommodation & Facilities,positive
Balèze Boutique Hotel,366,Service & Social Experience,positive
Balèze Boutique Hotel,366,Leisure & Meals,positive
Balèze Boutique Hotel,367,room,positive
Balèze Boutique Hotel,367,service,positive
Balèze Boutique Hotel,367,location,positive
Balèze Boutique Hotel,367,price,positive
Balèze Boutique Hotel,367,food,positive
Balèze Boutique Hotel,367,Beach & Water,positive
Balèze Boutique Hotel,367,Accommodation & Facilities,positive
Balèze Boutique Hotel,367,Service & Social Experience,positive
Balèze Boutique Hotel,367,Leisure & Meals,positive
Balèze Boutique Hotel,368,room,positive
Balèze Boutique Hotel,368,service,positive
Balèze Boutique Hotel,368,location,positive
Balèze Boutique Hotel,368,price,positive
Balèze Boutique Hotel,368,food,positive
Balèze Boutique Hotel,368,Beach & Water,positive
Balèze Boutique Hotel,368,Accommodation & Facilities,positive
Balèze Boutique Hotel,368,Service & Social Experience,positive
Balèze Boutique Hotel,368,Leisure & Meals,positive
Balèze Boutique Hotel,369,room,positive
Balèze Boutique Hotel,369,service,positive
Balèze Boutique Hotel,369,location,positive
Balèze Boutique Hotel,369,price,positive
Balèze Boutique Hotel,369,food,positive
Balèze Boutique Hotel,369,Beach & Water,positive
Balèze Boutique Hotel,369,Accommodation & Facilities,positive
Balèze Boutique Hotel,369,Service & Social Experience,positive
Balèze Boutique Hotel,369,Leisure & Meals,positive
Balèze Boutique Hotel,370,room,positive
Balèze Boutique Hotel,370,service,positive
Balèze Boutique Hotel,370,location,positive
Balèze Boutique Hotel,370,price,positive
Balèze Boutique Hotel,370,food,positive
Balèze Boutique Hotel,370,Beach & Water,positive
Balèze Boutique Hotel,370,Accommodation & Facilities,positive
Balèze Boutique Hotel,370,Service & Social Experience,positive
Balèze Boutique Hotel,370,Leisure & Meals,positive
Balèze Boutique Hotel,371,room,positive
Balèze Boutique Hotel,371,service,positive
Balèze Boutique Hotel,371,location,positive
Balèze Boutique Hotel,371,price,positive
Balèze Boutique Hotel,371,food,positive
Balèze Boutique Hotel,371,Beach & Water,positive
Balèze Boutique Hotel,371,Accommodation & Facilities,positive
Balèze Boutique Hotel,371,Service & Social Experience,positive
Balèze Boutique Hotel,371,Leisure & Meals,positive
Orkide Apart Hotel,372,room,positive
Orkide Apart Hotel,372,service,positive
Orkide Apart Hotel,372,location,positive
Orkide Apart Hotel,372,price,positive
Orkide Apart Hotel,372,food,positive
Orkide Apart Hotel,372,Beach & Water,positive
Orkide Apart Hotel,372,Accommodation & Facilities,positive
Orkide Apart Hotel,372,Service & Social Experience,positive
Orkide Apart Hotel,372,Leisure & Meals,positive
Orkide Apart Hotel,373,room,neutral
Orkide Apart Hotel,373,service,neutral
Orkide Apart Hotel,373,location,neutral
Orkide Apart Hotel,373,price,neutral
Orkide Apart Hotel,373,food,neutral
Orkide Apart Hotel,373,Beach & Water,neutral
Orkide Apart Hotel,373,Accommodation & Facilities,neutral
Orkide Apart Hotel,373,Service & Social Experience,neutral
Orkide Apart Hotel,373,Leisure & Meals,neutral
Orkide Apart Hotel,374,room,positive
Orkide Apart Hotel,374,service,positive
Orkide Apart Hotel,374,location,positive
Orkide Apart Hotel,374,price,positive
Orkide Apart Hotel,374,food,positive
Orkide Apart Hotel,374,Beach & Water,positive
Orkide Apart Hotel,374,Accommodation & Facilities,positive
Orkide Apart Hotel,374,Service & Social Experience,positive
Orkide Apart Hotel,374,Leisure & Meals,positive
Orkide Apart Hotel,375,room,positive
Orkide Apart Hotel,375,service,positive
Orkide Apart Hotel,375,location,positive
Orkide Apart Hotel,375,price,positive
Orkide Apart Hotel,375,food,positive
Orkide Apart Hotel,375,Beach & Water,positive
Orkide Apart Hotel,375,Accommodation & Facilities,positive
Orkide Apart Hotel,375,Service & Social Experience,positive
Orkide Apart Hotel,375,Leisure & Meals,positive
Orkide Apart Hotel,376,room,positive
Orkide Apart Hotel,376,service,positive
Orkide Apart Hotel,376,location,positive
Orkide Apart Hotel,376,price,positive
Orkide Apart Hotel,376,food,positive
Orkide Apart Hotel,376,Beach & Water,positive
Orkide Apart Hotel,376,Accommodation & Facilities,positive
Orkide Apart Hotel,376,Service & Social Experience,positive
Orkide Apart Hotel,376,Leisure & Meals,positive
Orkide Apart Hotel,377,room,positive
Orkide Apart Hotel,377,service,positive
Orkide Apart Hotel,377,location,positive
Orkide Apart Hotel,377,price,positive
Orkide Apart Hotel,377,food,positive
Orkide Apart Hotel,377,Beach & Water,positive
Orkide Apart Hotel,377,Accommodation & Facilities,positive
Orkide Apart Hotel,377,Service & Social Experience,positive
Orkide Apart Hotel,377,Leisure & Meals,positive
Orkide Apart Hotel,378,room,positive
Orkide Apart Hotel,378,service,positive
Orkide Apart Hotel,378,location,positive
Orkide Apart Hotel,378,price,positive
Orkide Apart Hotel,378,food,positive
Orkide Apart Hotel,378,Beach & Water,positive
Orkide Apart Hotel,378,Accommodation & Facilities,positive
Orkide Apart Hotel,378,Service & Social Experience,positive
Orkide Apart Hotel,378,Leisure & Meals,positive
Orkide Apart Hotel,379,room,positive
Orkide Apart Hotel,379,service,positive
Orkide Apart Hotel,379,location,positive
Orkide Apart Hotel,379,price,positive
Orkide Apart Hotel,379,food,positive
Orkide Apart Hotel,379,Beach & Water,positive
Orkide Apart Hotel,379,Accommodation & Facilities,positive
Orkide Apart Hotel,379,Service & Social Experience,positive
Orkide Apart Hotel,379,Leisure & Meals,positive
Orkide Apart Hotel,380,room,positive
Orkide Apart Hotel,380,service,positive
Orkide Apart Hotel,380,location,positive
Orkide Apart Hotel,380,price,positive
Orkide Apart Hotel,380,food,positive
Orkide Apart Hotel,380,Beach & Water,positive
Orkide Apart Hotel,380,Accommodation & Facilities,positive
Orkide Apart Hotel,380,Service & Social Experience,positive
Orkide Apart Hotel,380,Leisure & Meals,positive
Orkide Apart Hotel,381,room,positive
Orkide Apart Hotel,381,service,positive
Orkide Apart Hotel,381,location,positive
Orkide Apart Hotel,381,price,positive
Orkide Apart Hotel,381,food,positive
Orkide Apart Hotel,381,Beach & Water,positive
Orkide Apart Hotel,381,Accommodation & Facilities,positive
Orkide Apart Hotel,381,Service & Social Experience,positive
Orkide Apart Hotel,381,Leisure & Meals,positive
Ayka Otel,382,room,negative
Ayka Otel,382,service,negative
Ayka Otel,382,location,positive
Ayka Otel,382,price,negative
Ayka Otel,382,food,negative
Ayka Otel,382,Beach & Water,negative
Ayka Otel,382,Accommodation & Facilities,negative
Ayka Otel,382,Service & Social Experience,negative
Ayka Otel,382,Leisure & Meals,negative
Ayka Otel,383,room,positive
Ayka Otel,383,service,positive
Ayka Otel,383,location,positive
Ayka Otel,383,price,positive
Ayka Otel,383,food,positive
Ayka Otel,383,Beach & Water,positive
Ayka Otel,383,Accommodation & Facilities,positive
Ayka Otel,383,Service & Social Experience,positive
Ayka Otel,383,Leisure & Meals,positive
Ayka Otel,384,room,positive
Ayka Otel,384,service,positive
Ayka Otel,384,location,positive
Ayka Otel,384,price,positive
Ayka Otel,384,food,positive
Ayka Otel,384,Beach & Water,positive
Ayka Otel,384,Accommodation & Facilities,positive
Ayka Otel,384,Service & Social Experience,positive
Ayka Otel,384,Leisure & Meals,positive
Ayka Otel,385,room,positive
Ayka Otel,385,service,positive
Ayka Otel,385,location,positive
Ayka Otel,385,price,positive
Ayka Otel,385,food,positive
Ayka Otel,385,Beach & Water,positive
Ayka Otel,385,Accommodation & Facilities,positive
Ayka Otel,385,Service & Social Experience,positive
Ayka Otel,385,Leisure & Meals,positive
Ayka Otel,386,room,positive
Ayka Otel,386,service,neutral
Ayka Otel,386,location,negative
Ayka Otel,386,price,neutral
Ayka Otel,386,food,neutral
Ayka Otel,386,Beach & Water,neutral
Ayka Otel,386,Accommodation & Facilities,neutral
Ayka Otel,386,Service & Social Experience,neutral
Ayka Otel,386,Leisure & Meals,neutral
Ayka Otel,387,room,positive
Ayka Otel,387,service,positive
Ayka Otel,387,location,positive
Ayka Otel,387,price,positive
Ayka Otel,387,food,positive
Ayka Otel,387,Beach & Water,positive
Ayka Otel,387,Accommodation & Facilities,positive
Ayka Otel,387,Service & Social Experience,positive
Ayka Otel,387,Leisure & Meals,positive
Ayka Otel,388,room,positive
Ayka Otel,388,service,positive
Ayka Otel,388,location,positive
Ayka Otel,388,price,positive
Ayka Otel,388,food,positive
Ayka Otel,388,Beach & Water,positive
Ayka Otel,388,Accommodation & Facilities,positive
Ayka Otel,388,Service & Social Experience,positive
Ayka Otel,388,Leisure & Meals,positive
Ayka Otel,389,room,negative
Ayka Otel,389,service,positive
Ayka Otel,389,location,negative
Ayka Otel,389,price,positive
Ayka Otel,389,food,positive
Ayka Otel,389,Beach & Water,positive
Ayka Otel,389,Accommodation & Facilities,positive
Ayka Otel,389,Service & Social Experience,positive
Ayka Otel,389,Leisure & Meals,positive
Ayka Otel,390,room,positive
Ayka Otel,390,service,positive
Ayka Otel,390,location,positive
Ayka Otel,390,price,positive
Ayka Otel,390,food,positive
Ayka Otel,390,Beach & Water,positive
Ayka Otel,390,Accommodation & Facilities,positive
Ayka Otel,390,Service & Social Experience,positive
Ayka Otel,390,Leisure & Meals,positive
Ayka Otel,391,room,positive
Ayka Otel,391,service,positive
Ayka Otel,391,location,positive
Ayka Otel,391,price,positive
Ayka Otel,391,food,positive
Ayka Otel,391,Beach & Water,positive
Ayka Otel,391,Accommodation & Facilities,positive
Ayka Otel,391,Service & Social Experience,positive
Ayka Otel,391,Leisure & Meals,positive
Kerme Ottoman Palace,392,room,positive
Kerme Ottoman Palace,392,service,negative
Kerme Ottoman Palace,392,location,negative
Kerme Ottoman Palace,392,price,negative
Kerme Ottoman Palace,392,food,negative
Kerme Ottoman Palace,392,Beach & Water,negative
Kerme Ottoman Palace,392,Accommodation & Facilities,negative
Kerme Ottoman Palace,392,Service & Social Experience,neutral
Kerme Ottoman Palace,392,Leisure & Meals,negative
Kerme Ottoman Palace,393,room,positive
Kerme Ottoman Palace,393,service,positive
Kerme Ottoman Palace,393,location,positive
Kerme Ottoman Palace,393,price,positive
Kerme Ottoman Palace,393,food,positive
Kerme Ottoman Palace,393,Beach & Water,positive
Kerme Ottoman Palace,393,Accommodation & Facilities,positive
Kerme Ottoman Palace,393,Service & Social Experience,positive
Kerme Ottoman Palace,393,Leisure & Meals,positive
Kerme Ottoman Palace,394,room,negative
Kerme Ottoman Palace,394,service,negative
Kerme Ottoman Palace,394,location,negative
Kerme Ottoman Palace,394,price,negative
Kerme Ottoman Palace,394,food,negative
Kerme Ottoman Palace,394,Beach & Water,negative
Kerme Ottoman Palace,394,Accommodation & Facilities,negative
Kerme Ottoman Palace,394,Service & Social Experience,negative
Kerme Ottoman Palace,394,Leisure & Meals,negative
Kerme Ottoman Palace,395,room,negative
Kerme Ottoman Palace,395,service,negative
Kerme Ottoman Palace,395,location,negative
Kerme Ottoman Palace,395,price,negative
Kerme Ottoman Palace,395,food,negative
Kerme Ottoman Palace,395,Beach & Water,negative
Kerme Ottoman Palace,395,Accommodation & Facilities,negative
Kerme Ottoman Palace,395,Service & Social Experience,negative
Kerme Ottoman Palace,395,Leisure & Meals,negative
Kerme Ottoman Palace,396,room,negative
Kerme Ottoman Palace,396,service,negative
Kerme Ottoman Palace,396,location,negative
Kerme Ottoman Palace,396,price,negative
Kerme Ottoman Palace,396,food,negative
Kerme Ottoman Palace,396,Beach & Water,negative
Kerme Ottoman Palace,396,Accommodation & Facilities,negative
Kerme Ottoman Palace,396,Service & Social Experience,negative
Kerme Ottoman Palace,396,Leisure & Meals,negative
Kerme Ottoman Palace,397,room,positive
Kerme Ottoman Palace,397,service,positive
Kerme Ottoman Palace,397,location,positive
Kerme Ottoman Palace,397,price,positive
Kerme Ottoman Palace,397,food,positive
Kerme Ottoman Palace,397,Beach & Water,positive
Kerme Ottoman Palace,397,Accommodation & Facilities,positive
Kerme Ottoman Palace,397,Service & Social Experience,positive
Kerme Ottoman Palace,397,Leisure & Meals,positive
Kerme Ottoman Palace,398,room,positive
Kerme Ottoman Palace,398,service,negative
Kerme Ottoman Palace,398,location,negative
Kerme Ottoman Palace,398,price,negative
Kerme Ottoman Palace,398,food,negative
Kerme Ottoman Palace,398,Beach & Water,negative
Kerme Ottoman Palace,398,Accommodation & Facilities,positive
Kerme Ottoman Palace,398,Service & Social Experience,positive
Kerme Ottoman Palace,398,Leisure & Meals,negative
Kerme Ottoman Palace,399,room,positive
Kerme Ottoman Palace,399,service,positive
Kerme Ottoman Palace,399,location,positive
Kerme Ottoman Palace,399,price,positive
Kerme Ottoman Palace,399,food,positive
Kerme Ottoman Palace,399,Beach & Water,positive
Kerme Ottoman Palace,399,Accommodation & Facilities,positive
Kerme Ottoman Palace,399,Service & Social Experience,positive
Kerme Ottoman Palace,399,Leisure & Meals,positive
Kerme Ottoman Palace,400,room,positive
Kerme Ottoman Palace,400,service,negative
Kerme Ottoman Palace,400,location,negative
Kerme Ottoman Palace,400,price,negative
Kerme Ottoman Palace,400,food,negative
Kerme Ottoman Palace,400,Beach & Water,negative
Kerme Ottoman Palace,400,Accommodation & Facilities,positive
Kerme Ottoman Palace,400,Service & Social Experience,negative
Kerme Ottoman Palace,400,Leisure & Meals,negative
Kerme Ottoman Palace,401,room,negative
Kerme Ottoman Palace,401,service,negative
Kerme Ottoman Palace,401,location,negative
Kerme Ottoman Palace,401,price,negative
Kerme Ottoman Palace,401,food,negative
Kerme Ottoman Palace,401,Beach & Water,negative
Kerme Ottoman Palace,401,Accommodation & Facilities,negative
Kerme Ottoman Palace,401,Service & Social Experience,negative
Kerme Ottoman Palace,401,Leisure & Meals,negative
Alp Suites Lavanta,402,room,positive
Alp Suites Lavanta,402,service,negative
Alp Suites Lavanta,402,location,negative
Alp Suites Lavanta,402,price,negative
Alp Suites Lavanta,402,food,negative
Alp Suites Lavanta,402,Beach & Water,positive
Alp Suites Lavanta,402,Accommodation & Facilities,negative
Alp Suites Lavanta,402,Service & Social Experience,negative
Alp Suites Lavanta,402,Leisure & Meals,negative
Alp Suites Lavanta,403,room,positive
Alp Suites Lavanta,403,service,positive
Alp Suites Lavanta,403,location,positive
Alp Suites Lavanta,403,price,positive
Alp Suites Lavanta,403,food,positive
Alp Suites Lavanta,403,Beach & Water,positive
Alp Suites Lavanta,403,Accommodation & Facilities,positive
Alp Suites Lavanta,403,Service & Social Experience,positive
Alp Suites Lavanta,403,Leisure & Meals,positive
Alp Suites Lavanta,404,room,negative
Alp Suites Lavanta,404,service,negative
Alp Suites Lavanta,404,location,negative
Alp Suites Lavanta,404,price,negative
Alp Suites Lavanta,404,food,negative
Alp Suites Lavanta,404,Beach & Water,neutral
Alp Suites Lavanta,404,Accommodation & Facilities,negative
Alp Suites Lavanta,404,Service & Social Experience,negative
Alp Suites Lavanta,404,Leisure & Meals,negative
Alp Suites Lavanta,405,room,positive
Alp Suites Lavanta,405,service,positive
Alp Suites Lavanta,405,location,positive
Alp Suites Lavanta,405,price,positive
Alp Suites Lavanta,405,food,positive
Alp Suites Lavanta,405,Beach & Water,positive
Alp Suites Lavanta,405,Accommodation & Facilities,positive
Alp Suites Lavanta,405,Service & Social Experience,positive
Alp Suites Lavanta,405,Leisure & Meals,positive
Alp Suites Lavanta,406,room,positive
Alp Suites Lavanta,406,service,positive
Alp Suites Lavanta,406,location,positive
Alp Suites Lavanta,406,price,positive
Alp Suites Lavanta,406,food,positive
Alp Suites Lavanta,406,Beach & Water,positive
Alp Suites Lavanta,406,Accommodation & Facilities,positive
Alp Suites Lavanta,406,Service & Social Experience,positive
Alp Suites Lavanta,406,Leisure & Meals,positive
Alp Suites Lavanta,407,room,positive
Alp Suites Lavanta,407,service,positive
Alp Suites Lavanta,407,location,positive
Alp Suites Lavanta,407,price,positive
Alp Suites Lavanta,407,food,positive
Alp Suites Lavanta,407,Beach & Water,positive
Alp Suites Lavanta,407,Accommodation & Facilities,positive
Alp Suites Lavanta,407,Service & Social Experience,positive
Alp Suites Lavanta,407,Leisure & Meals,positive
Alp Suites Lavanta,408,room,positive
Alp Suites Lavanta,408,service,positive
Alp Suites Lavanta,408,location,positive
Alp Suites Lavanta,408,price,positive
Alp Suites Lavanta,408,food,positive
Alp Suites Lavanta,408,Beach & Water,positive
Alp Suites Lavanta,408,Accommodation & Facilities,positive
Alp Suites Lavanta,408,Service & Social Experience,positive
Alp Suites Lavanta,408,Leisure & Meals,positive
Alp Suites Lavanta,409,room,negative
Alp Suites Lavanta,409,service,negative
Alp Suites Lavanta,409,location,negative
Alp Suites Lavanta,409,price,negative
Alp Suites Lavanta,409,food,negative
Alp Suites Lavanta,409,Beach & Water,neutral
Alp Suites Lavanta,409,Accommodation & Facilities,negative
Alp Suites Lavanta,409,Service & Social Experience,negative
Alp Suites Lavanta,409,Leisure & Meals,negative
Alp Suites Lavanta,410,room,positive
Alp Suites Lavanta,410,service,positive
Alp Suites Lavanta,410,location,positive
Alp Suites Lavanta,410,price,positive
Alp Suites Lavanta,410,food,positive
Alp Suites Lavanta,410,Beach & Water,positive
Alp Suites Lavanta,410,Accommodation & Facilities,positive
Alp Suites Lavanta,410,Service & Social Experience,positive
Alp Suites Lavanta,410,Leisure & Meals,positive
Alp Suites Lavanta,411,room,positive
Alp Suites Lavanta,411,service,positive
Alp Suites Lavanta,411,location,positive
Alp Suites Lavanta,411,price,positive
Alp Suites Lavanta,411,food,positive
Alp Suites Lavanta,411,Beach & Water,neutral
Alp Suites Lavanta,411,Accommodation & Facilities,positive
Alp Suites Lavanta,411,Service & Social Experience,positive
Alp Suites Lavanta,411,Leisure & Meals,positive
Keramos Pansiyon Akyaka,412,room,positive
Keramos Pansiyon Akyaka,412,service,positive
Keramos Pansiyon Akyaka,412,location,positive
Keramos Pansiyon Akyaka,412,price,positive
Keramos Pansiyon Akyaka,412,food,neutral
Keramos Pansiyon Akyaka,412,Beach & Water,positive
Keramos Pansiyon Akyaka,412,Accommodation & Facilities,positive
Keramos Pansiyon Akyaka,412,Service & Social Experience,neutral
Keramos Pansiyon Akyaka,412,Leisure & Meals,neutral
Keramos Pansiyon Akyaka,413,room,positive
Keramos Pansiyon Akyaka,413,service,positive
Keramos Pansiyon Akyaka,413,location,positive
Keramos Pansiyon Akyaka,413,price,positive
Keramos Pansiyon Akyaka,413,food,positive
Keramos Pansiyon Akyaka,413,Beach & Water,positive
Keramos Pansiyon Akyaka,413,Accommodation & Facilities,positive
Keramos Pansiyon Akyaka,413,Service & Social Experience,positive
Keramos Pansiyon Akyaka,413,Leisure & Meals,positive
Keramos Pansiyon Akyaka,414,room,positive
Keramos Pansiyon Akyaka,414,service,positive
Keramos Pansiyon Akyaka,414,location,positive
Keramos Pansiyon Akyaka,414,price,positive
Keramos Pansiyon Akyaka,414,food,positive
Keramos Pansiyon Akyaka,414,Beach & Water,positive
Keramos Pansiyon Akyaka,414,Accommodation & Facilities,positive
Keramos Pansiyon Akyaka,414,Service & Social Experience,positive
Keramos Pansiyon Akyaka,414,Leisure & Meals,positive
Keramos Pansiyon Akyaka,415,room,positive
Keramos Pansiyon Akyaka,415,service,positive
Keramos Pansiyon Akyaka,415,location,positive
Keramos Pansiyon Akyaka,415,price,positive
Keramos Pansiyon Akyaka,415,food,positive
Keramos Pansiyon Akyaka,415,Beach & Water,positive
Keramos Pansiyon Akyaka,415,Accommodation & Facilities,positive
Keramos Pansiyon Akyaka,415,Service & Social Experience,positive
Keramos Pansiyon Akyaka,415,Leisure & Meals,positive
Keramos Pansiyon Akyaka,416,room,positive
Keramos Pansiyon Akyaka,416,service,positive
Keramos Pansiyon Akyaka,416,location,positive
Keramos Pansiyon Akyaka,416,price,positive
Keramos Pansiyon Akyaka,416,food,positive
Keramos Pansiyon Akyaka,416,Beach & Water,positive
Keramos Pansiyon Akyaka,416,Accommodation & Facilities,positive
Keramos Pansiyon Akyaka,416,Service & Social Experience,positive
Keramos Pansiyon Akyaka,416,Leisure & Meals,positive
Keramos Pansiyon Akyaka,417,room,positive
Keramos Pansiyon Akyaka,417,service,positive
Keramos Pansiyon Akyaka,417,location,positive
Keramos Pansiyon Akyaka,417,price,positive
Keramos Pansiyon Akyaka,417,food,positive
Keramos Pansiyon Akyaka,417,Beach & Water,positive
Keramos Pansiyon Akyaka,417,Accommodation & Facilities,positive
Keramos Pansiyon Akyaka,417,Service & Social Experience,positive
Keramos Pansiyon Akyaka,417,Leisure & Meals,positive
Keramos Pansiyon Akyaka,418,room,positive
Keramos Pansiyon Akyaka,418,service,positive
Keramos Pansiyon Akyaka,418,location,positive
Keramos Pansiyon Akyaka,418,price,positive
Keramos Pansiyon Akyaka,418,food,positive
Keramos Pansiyon Akyaka,418,Beach & Water,positive
Keramos Pansiyon Akyaka,418,Accommodation & Facilities,positive
Keramos Pansiyon Akyaka,418,Service & Social Experience,positive
Keramos Pansiyon Akyaka,418,Leisure & Meals,positive
Keramos Pansiyon Akyaka,419,room,positive
Keramos Pansiyon Akyaka,419,service,positive
Keramos Pansiyon Akyaka,419,location,positive
Keramos Pansiyon Akyaka,419,price,positive
Keramos Pansiyon Akyaka,419,food,positive
Keramos Pansiyon Akyaka,419,Beach & Water,positive
Keramos Pansiyon Akyaka,419,Accommodation & Facilities,positive
Keramos Pansiyon Akyaka,419,Service & Social Experience,positive
Keramos Pansiyon Akyaka,419,Leisure & Meals,positive
Keramos Pansiyon Akyaka,420,room,positive
Keramos Pansiyon Akyaka,420,service,positive
Keramos Pansiyon Akyaka,420,location,positive
Keramos Pansiyon Akyaka,420,price,positive
Keramos Pansiyon Akyaka,420,food,positive
Keramos Pansiyon Akyaka,420,Beach & Water,positive
Keramos Pansiyon Akyaka,420,Accommodation & Facilities,positive
Keramos Pansiyon Akyaka,420,Service & Social Experience,positive
Keramos Pansiyon Akyaka,420,Leisure & Meals,positive
Keramos Pansiyon Akyaka,421,room,positive
Keramos Pansiyon Akyaka,421,service,positive
Keramos Pansiyon Akyaka,421,location,positive
Keramos Pansiyon Akyaka,421,price,positive
Keramos Pansiyon Akyaka,421,food,positive
Keramos Pansiyon Akyaka,421,Beach & Water,positive
Keramos Pansiyon Akyaka,421,Accommodation & Facilities,positive
Keramos Pansiyon Akyaka,421,Service & Social Experience,positive
Keramos Pansiyon Akyaka,421,Leisure & Meals,positive
Hamle Hotel,422,room,positive
Hamle Hotel,422,service,positive
Hamle Hotel,422,location,positive
Hamle Hotel,422,price,positive
Hamle Hotel,422,food,positive
Hamle Hotel,422,Beach & Water,positive
Hamle Hotel,422,Accommodation & Facilities,positive
Hamle Hotel,422,Service & Social Experience,positive
Hamle Hotel,422,Leisure & Meals,positive
Hamle Hotel,423,room,positive
Hamle Hotel,423,service,positive
Hamle Hotel,423,location,positive
Hamle Hotel,423,price,negative
Hamle Hotel,423,food,positive
Hamle Hotel,423,Beach & Water,positive
Hamle Hotel,423,Accommodation & Facilities,positive
Hamle Hotel,423,Service & Social Experience,positive
Hamle Hotel,423,Leisure & Meals,positive
Hamle Hotel,424,room,positive
Hamle Hotel,424,service,positive
Hamle Hotel,424,location,neutral
Hamle Hotel,424,price,positive
Hamle Hotel,424,food,positive
Hamle Hotel,424,Beach & Water,positive
Hamle Hotel,424,Accommodation & Facilities,positive
Hamle Hotel,424,Service & Social Experience,positive
Hamle Hotel,424,Leisure & Meals,positive
Hamle Hotel,425,room,neutral
Hamle Hotel,425,service,neutral
Hamle Hotel,425,location,neutral
Hamle Hotel,425,price,neutral
Hamle Hotel,425,food,neutral
Hamle Hotel,425,Beach & Water,neutral
Hamle Hotel,425,Accommodation & Facilities,neutral
Hamle Hotel,425,Service & Social Experience,neutral
Hamle Hotel,425,Leisure & Meals,neutral
Hamle Hotel,426,room,positive
Hamle Hotel,426,service,positive
Hamle Hotel,426,location,positive
Hamle Hotel,426,price,positive
Hamle Hotel,426,food,positive
Hamle Hotel,426,Beach & Water,positive
Hamle Hotel,426,Accommodation & Facilities,positive
Hamle Hotel,426,Service & Social Experience,positive
Hamle Hotel,426,Leisure & Meals,positive
Hamle Hotel,427,room,negative
Hamle Hotel,427,service,negative
Hamle Hotel,427,location,negative
Hamle Hotel,427,price,negative
Hamle Hotel,427,food,negative
Hamle Hotel,427,Beach & Water,negative
Hamle Hotel,427,Accommodation & Facilities,negative
Hamle Hotel,427,Service & Social Experience,negative
Hamle Hotel,427,Leisure & Meals,negative
Hamle Hotel,428,room,positive
Hamle Hotel,428,service,positive
Hamle Hotel,428,location,positive
Hamle Hotel,428,price,positive
Hamle Hotel,428,food,positive
Hamle Hotel,428,Beach & Water,positive
Hamle Hotel,428,Accommodation & Facilities,positive
Hamle Hotel,428,Service & Social Experience,positive
Hamle Hotel,428,Leisure & Meals,positive
Hamle Hotel,429,room,positive
Hamle Hotel,429,service,positive
Hamle Hotel,429,location,positive
Hamle Hotel,429,price,positive
Hamle Hotel,429,food,positive
Hamle Hotel,429,Beach & Water,positive
Hamle Hotel,429,Accommodation & Facilities,positive
Hamle Hotel,429,Service & Social Experience,positive
Hamle Hotel,429,Leisure & Meals,positive
Hamle Hotel,430,room,positive
Hamle Hotel,430,service,positive
Hamle Hotel,430,location,positive
Hamle Hotel,430,price,positive
Hamle Hotel,430,food,positive
Hamle Hotel,430,Beach & Water,positive
Hamle Hotel,430,Accommodation & Facilities,positive
Hamle Hotel,430,Service & Social Experience,positive
Hamle Hotel,430,Leisure & Meals,positive
Hamle Hotel,431,room,neutral
Hamle Hotel,431,service,neutral
Hamle Hotel,431,location,neutral
Hamle Hotel,431,price,neutral
Hamle Hotel,431,food,neutral
Hamle Hotel,431,Beach & Water,neutral
Hamle Hotel,431,Accommodation & Facilities,neutral
Hamle Hotel,431,Service & Social Experience,neutral
Hamle Hotel,431,Leisure & Meals,neutral
Alp Suites Mandalin,432,room,positive
Alp Suites Mandalin,432,service,positive
Alp Suites Mandalin,432,location,positive
Alp Suites Mandalin,432,price,positive
Alp Suites Mandalin,432,food,positive
Alp Suites Mandalin,432,Beach & Water,positive
Alp Suites Mandalin,432,Accommodation & Facilities,positive
Alp Suites Mandalin,432,Service & Social Experience,positive
Alp Suites Mandalin,432,Leisure & Meals,positive
Alp Suites Mandalin,433,room,positive
Alp Suites Mandalin,433,service,positive
Alp Suites Mandalin,433,location,positive
Alp Suites Mandalin,433,price,positive
Alp Suites Mandalin,433,food,positive
Alp Suites Mandalin,433,Beach & Water,positive
Alp Suites Mandalin,433,Accommodation & Facilities,positive
Alp Suites Mandalin,433,Service & Social Experience,positive
Alp Suites Mandalin,433,Leisure & Meals,positive
Alp Suites Mandalin,434,room,positive
Alp Suites Mandalin,434,service,positive
Alp Suites Mandalin,434,location,positive
