hotel_name,aspect,sentiment
Petek Hotel,cleanliness,positive
Petek Hotel,room_facilities,positive
Petek Hotel,pool_beach,positive
Petek Hotel,breakfast_quality,positive
Petek Hotel,cleanliness,positive
Petek Hotel,room_facilities,positive
Petek Hotel,pool_beach,negative
Petek Hotel,breakfast_quality,negative
Petek Hotel,cleanliness,negative
Petek Hotel,room_facilities,negative
Petek Hotel,pool_beach,negative
Petek Hotel,breakfast_quality,negative
Petek Hotel,cleanliness,positive
Petek Hotel,room_facilities,positive
Petek Hotel,pool_beach,positive
Petek Hotel,breakfast_quality,positive
Petek Hotel,cleanliness,positive
Petek Hotel,room_facilities,positive
Petek Hotel,pool_beach,positive
Petek Hotel,breakfast_quality,positive
Petek Hotel,cleanliness,positive
Petek Hotel,room_facilities,positive
Petek Hotel,pool_beach,neutral
Petek Hotel,breakfast_quality,positive
Petek Hotel,cleanliness,neutral
Petek Hotel,room_facilities,neutral
Alp Suites Pinehill,pool_beach,neutral
Alp Suites Pinehill,breakfast_quality,neutral
Alp Suites Pinehill,cleanliness,neutral
Alp Suites Pinehill,room_facilities,neutral
Alp Suites Pinehill,pool_beach,positive
Alp Suites Pinehill,breakfast_quality,positive
Alp Suites Pinehill,cleanliness,positive
Alp Suites Pinehill,room_facilities,positive
Alp Suites Pinehill,pool_beach,neutral
Alp Suites Pinehill,breakfast_quality,positive
Alp Suites Pinehill,cleanliness,positive
Alp Suites Pinehill,room_facilities,positive
Alp Suites Pinehill,pool_beach,positive
Alp Suites Pinehill,breakfast_quality,positive
Alp Suites Pinehill,cleanliness,positive
Alp Suites Pinehill,room_facilities,positive
Alp Suites Pinehill,pool_beach,positive
Alp Suites Pinehill,breakfast_quality,positive
Alp Suites Pinehill,cleanliness,positive
Alp Suites Pinehill,room_facilities,positive
Alp Suites Pinehill,pool_beach,positive
Alp Suites Pinehill,breakfast_quality,positive
Alp Suites Pinehill,cleanliness,positive
Alp Suites Pinehill,room_facilities,positive
Alp Suites Pinehill,pool_beach,positive
Alp Suites Pinehill,breakfast_quality,positive
Alp Suites Pinehill,cleanliness,positive
Alp Suites Pinehill,room_facilities,positive
Alp Suites Pinehill,pool_beach,positive
Alp Suites Pinehill,breakfast_quality,positive
Alp Suites Pinehill,cleanliness,positive
Alp Suites Pinehill,room_facilities,positive
Alp Suites Pinehill,pool_beach,positive
Alp Suites Pinehill,breakfast_quality,positive
Alp Suites Pinehill,cleanliness,positive
Alp Suites Pinehill,room_facilities,positive
Alp Suites Pinehill,pool_beach,positive
Alp Suites Pinehill,breakfast_quality,positive
Alp Suites Pinehill,cleanliness,positive
Alp Suites Pinehill,room_facilities,positive
Teras Tepe Apart,pool_beach,negative
Teras Tepe Apart,breakfast_quality,negative
Teras Tepe Apart,cleanliness,negative
Teras Tepe Apart,room_facilities,negative
Teras Tepe Apart,pool_beach,negative
Teras Tepe Apart,breakfast_quality,negative
Teras Tepe Apart,cleanliness,negative
Teras Tepe Apart,room_facilities,negative
Teras Tepe Apart,pool_beach,positive
Teras Tepe Apart,breakfast_quality,positive
Teras Tepe Apart,cleanliness,positive
Teras Tepe Apart,room_facilities,positive
Teras Tepe Apart,pool_beach,positive
Teras Tepe Apart,breakfast_quality,positive
Teras Tepe Apart,cleanliness,positive
Teras Tepe Apart,room_facilities,positive
Teras Tepe Apart,pool_beach,negative
Teras Tepe Apart,breakfast_quality,negative
Teras Tepe Apart,cleanliness,negative
Teras Tepe Apart,room_facilities,negative
Teras Tepe Apart,pool_beach,negative
Teras Tepe Apart,breakfast_quality,negative
Teras Tepe Apart,cleanliness,negative
Teras Tepe Apart,room_facilities,negative
Teras Tepe Apart,pool_beach,negative
Teras Tepe Apart,breakfast_quality,negative
Teras Tepe Apart,cleanliness,negative
Teras Tepe Apart,room_facilities,negative
Teras Tepe Apart,pool_beach,negative
Teras Tepe Apart,breakfast_quality,negative
Teras Tepe Apart,cleanliness,negative
Teras Tepe Apart,room_facilities,negative
Teras Tepe Apart,pool_beach,positive
Teras Tepe Apart,breakfast_quality,positive
Teras Tepe Apart,cleanliness,positive
Teras Tepe Apart,room_facilities,positive
Teras Tepe Apart,pool_beach,positive
Teras Tepe Apart,breakfast_quality,positive
Teras Tepe Apart,cleanliness,positive
Teras Tepe Apart,room_facilities,positive
APART 48,pool_beach,negative
APART 48,breakfast_quality,negative
APART 48,cleanliness,negative
APART 48,room_facilities,negative
APART 48,pool_beach,positive
APART 48,breakfast_quality,positive
APART 48,cleanliness,positive
APART 48,room_facilities,positive
APART 48,pool_beach,positive
APART 48,breakfast_quality,positive
APART 48,cleanliness,positive
APART 48,room_facilities,positive
APART 48,pool_beach,positive
APART 48,breakfast_quality,positive
APART 48,cleanliness,positive
APART 48,room_facilities,positive
APART 48,pool_beach,negative
APART 48,breakfast_quality,negative
APART 48,cleanliness,negative
APART 48,room_facilities,negative
APART 48,pool_beach,positive
APART 48,breakfast_quality,positive
APART 48,cleanliness,positive
APART 48,room_facilities,positive
APART 48,pool_beach,negative
APART 48,breakfast_quality,negative
APART 48,cleanliness,negative
APART 48,room_facilities,negative
APART 48,pool_beach,positive
APART 48,breakfast_quality,positive
APART 48,cleanliness,positive
APART 48,room_facilities,positive
APART 48,pool_beach,positive
APART 48,breakfast_quality,positive
APART 48,cleanliness,positive
APART 48,room_facilities,positive
APART 48,pool_beach,positive
APART 48,breakfast_quality,positive
APART 48,cleanliness,positive
APART 48,room_facilities,positive
Santo Akyaka Home,pool_beach,neutral
Santo Akyaka Home,breakfast_quality,negative
Santo Akyaka Home,cleanliness,negative
Santo Akyaka Home,room_facilities,negative
Santo Akyaka Home,pool_beach,negative
Santo Akyaka Home,breakfast_quality,negative
Santo Akyaka Home,cleanliness,negative
Santo Akyaka Home,room_facilities,positive
Santo Akyaka Home,pool_beach,negative
Santo Akyaka Home,breakfast_quality,positive
Santo Akyaka Home,cleanliness,positive
Santo Akyaka Home,room_facilities,positive
Santo Akyaka Home,pool_beach,positive
Santo Akyaka Home,breakfast_quality,positive
Santo Akyaka Home,cleanliness,positive
Santo Akyaka Home,room_facilities,positive
Santo Akyaka Home,pool_beach,negative
Santo Akyaka Home,breakfast_quality,negative
Santo Akyaka Home,cleanliness,negative
Santo Akyaka Home,room_facilities,negative
Santo Akyaka Home,pool_beach,positive
Santo Akyaka Home,breakfast_quality,positive
Santo Akyaka Home,cleanliness,positive
Santo Akyaka Home,room_facilities,positive
Santo Akyaka Home,pool_beach,neutral
Santo Akyaka Home,breakfast_quality,negative
Santo Akyaka Home,cleanliness,positive
Santo Akyaka Home,room_facilities,negative
Santo Akyaka Home,pool_beach,negative
Santo Akyaka Home,breakfast_quality,negative
Santo Akyaka Home,cleanliness,negative
Santo Akyaka Home,room_facilities,negative
Santo Akyaka Home,pool_beach,positive
Santo Akyaka Home,breakfast_quality,positive
Santo Akyaka Home,cleanliness,positive
Santo Akyaka Home,room_facilities,positive
Santo Akyaka Home,pool_beach,positive
Santo Akyaka Home,breakfast_quality,positive
Santo Akyaka Home,cleanliness,positive
Santo Akyaka Home,room_facilities,positive
Mevsim Apart,pool_beach,positive
Mevsim Apart,breakfast_quality,positive
Mevsim Apart,cleanliness,positive
Mevsim Apart,room_facilities,positive
Mevsim Apart,pool_beach,positive
Mevsim Apart,breakfast_quality,positive
Mevsim Apart,cleanliness,positive
Mevsim Apart,room_facilities,positive
Mevsim Apart,pool_beach,positive
Mevsim Apart,breakfast_quality,positive
Mevsim Apart,cleanliness,positive
Mevsim Apart,room_facilities,positive
Mevsim Apart,pool_beach,positive
Mevsim Apart,breakfast_quality,positive
Mevsim Apart,cleanliness,positive
Mevsim Apart,room_facilities,positive
Mevsim Apart,pool_beach,positive
Mevsim Apart,breakfast_quality,positive
Mevsim Apart,cleanliness,positive
Mevsim Apart,room_facilities,positive
Mevsim Apart,pool_beach,positive
Mevsim Apart,breakfast_quality,positive
Mevsim Apart,cleanliness,positive
Mevsim Apart,room_facilities,positive
Balèze Boutique Hotel,pool_beach,positive
Balèze Boutique Hotel,breakfast_quality,positive
Balèze Boutique Hotel,cleanliness,positive
Balèze Boutique Hotel,room_facilities,positive
Balèze Boutique Hotel,pool_beach,positive
Balèze Boutique Hotel,breakfast_quality,positive
Balèze Boutique Hotel,cleanliness,positive
Balèze Boutique Hotel,room_facilities,positive
Balèze Boutique Hotel,pool_beach,positive
Balèze Boutique Hotel,breakfast_quality,positive
Balèze Boutique Hotel,cleanliness,positive
Balèze Boutique Hotel,room_facilities,positive
Balèze Boutique Hotel,pool_beach,positive
Balèze Boutique Hotel,breakfast_quality,positive
Balèze Boutique Hotel,cleanliness,positive
Balèze Boutique Hotel,room_facilities,positive
Balèze Boutique Hotel,pool_beach,positive
Balèze Boutique Hotel,breakfast_quality,positive
Balèze Boutique Hotel,cleanliness,positive
Balèze Boutique Hotel,room_facilities,positive
Balèze Boutique Hotel,pool_beach,positive
Balèze Boutique Hotel,breakfast_quality,positive
Balèze Boutique Hotel,cleanliness,positive
Balèze Boutique Hotel,room_facilities,positive
Balèze Boutique Hotel,pool_beach,positive
Balèze Boutique Hotel,breakfast_quality,neutral
Balèze Boutique Hotel,cleanliness,positive
Balèze Boutique Hotel,room_facilities,positive
Balèze Boutique Hotel,pool_beach,positive
Balèze Boutique Hotel,breakfast_quality,positive
Balèze Boutique Hotel,cleanliness,positive
Balèze Boutique Hotel,room_facilities,positive
Balèze Boutique Hotel,pool_beach,positive
Balèze Boutique Hotel,breakfast_quality,positive
Balèze Boutique Hotel,cleanliness,positive
Balèze Boutique Hotel,room_facilities,positive
Balèze Boutique Hotel,pool_beach,positive
Balèze Boutique Hotel,breakfast_quality,positive
Balèze Boutique Hotel,cleanliness,positive
Balèze Boutique Hotel,room_facilities,positive
Orkide Apart Hotel,pool_beach,positive
Orkide Apart Hotel,breakfast_quality,positive
Orkide Apart Hotel,cleanliness,positive
Orkide Apart Hotel,room_facilities,positive
Orkide Apart Hotel,pool_beach,neutral
Orkide Apart Hotel,breakfast_quality,neutral
Orkide Apart Hotel,cleanliness,neutral
Orkide Apart Hotel,room_facilities,neutral
Orkide Apart Hotel,pool_beach,positive
Orkide Apart Hotel,breakfast_quality,positive
Orkide Apart Hotel,cleanliness,positive
Orkide Apart Hotel,room_facilities,positive
Orkide Apart Hotel,pool_beach,positive
Orkide Apart Hotel,breakfast_quality,positive
Orkide Apart Hotel,cleanliness,positive
Orkide Apart Hotel,room_facilities,positive
Orkide Apart Hotel,pool_beach,positive
Orkide Apart Hotel,breakfast_quality,positive
Orkide Apart Hotel,cleanliness,positive
Orkide Apart Hotel,room_facilities,positive
Orkide Apart Hotel,pool_beach,positive
Orkide Apart Hotel,breakfast_quality,positive
Orkide Apart Hotel,cleanliness,positive
Orkide Apart Hotel,room_facilities,positive
Orkide Apart Hotel,pool_beach,positive
Orkide Apart Hotel,breakfast_quality,positive
Orkide Apart Hotel,cleanliness,positive
Orkide Apart Hotel,room_facilities,positive
Orkide Apart Hotel,pool_beach,positive
Orkide Apart Hotel,breakfast_quality,positive
Orkide Apart Hotel,cleanliness,positive
Orkide Apart Hotel,room_facilities,neutral
Orkide Apart Hotel,pool_beach,positive
Orkide Apart Hotel,breakfast_quality,positive
Orkide Apart Hotel,cleanliness,positive
Orkide Apart Hotel,room_facilities,positive
Orkide Apart Hotel,pool_beach,positive
Orkide Apart Hotel,breakfast_quality,positive
Orkide Apart Hotel,cleanliness,positive
Orkide Apart Hotel,room_facilities,positive
Ayka Otel,pool_beach,negative
Ayka Otel,breakfast_quality,positive
Ayka Otel,cleanliness,positive
Ayka Otel,room_facilities,negative
Ayka Otel,pool_beach,positive
Ayka Otel,breakfast_quality,positive
Ayka Otel,cleanliness,positive
Ayka Otel,room_facilities,positive
Ayka Otel,pool_beach,positive
Ayka Otel,breakfast_quality,positive
Ayka Otel,cleanliness,positive
Ayka Otel,room_facilities,positive
Ayka Otel,pool_beach,positive
Ayka Otel,breakfast_quality,positive
Ayka Otel,cleanliness,positive
Ayka Otel,room_facilities,positive
Ayka Otel,pool_beach,neutral
Ayka Otel,breakfast_quality,neutral
Ayka Otel,cleanliness,positive
Ayka Otel,room_facilities,positive
Ayka Otel,pool_beach,positive
Ayka Otel,breakfast_quality,positive
Ayka Otel,cleanliness,positive
Ayka Otel,room_facilities,positive
Ayka Otel,pool_beach,positive
Ayka Otel,breakfast_quality,positive
Ayka Otel,cleanliness,positive
Ayka Otel,room_facilities,positive
Ayka Otel,pool_beach,positive
Ayka Otel,breakfast_quality,positive
Ayka Otel,cleanliness,positive
Ayka Otel,room_facilities,negative
Ayka Otel,pool_beach,neutral
Ayka Otel,breakfast_quality,positive
Ayka Otel,cleanliness,positive
Ayka Otel,room_facilities,positive
Ayka Otel,pool_beach,positive
Ayka Otel,breakfast_quality,positive
Ayka Otel,cleanliness,positive
Ayka Otel,room_facilities,positive
Kerme Ottoman Palace,pool_beach,negative
Kerme Ottoman Palace,breakfast_quality,positive
Kerme Ottoman Palace,cleanliness,negative
Kerme Ottoman Palace,room_facilities,positive
Kerme Ottoman Palace,pool_beach,positive
Kerme Ottoman Palace,breakfast_quality,positive
Kerme Ottoman Palace,cleanliness,positive
Kerme Ottoman Palace,room_facilities,positive
Kerme Ottoman Palace,pool_beach,negative
Kerme Ottoman Palace,breakfast_quality,negative
Kerme Ottoman Palace,cleanliness,negative
Kerme Ottoman Palace,room_facilities,negative
Kerme Ottoman Palace,pool_beach,negative
Kerme Ottoman Palace,breakfast_quality,negative
Kerme Ottoman Palace,cleanliness,negative
Kerme Ottoman Palace,room_facilities,negative
Kerme Ottoman Palace,pool_beach,negative
Kerme Ottoman Palace,breakfast_quality,negative
Kerme Ottoman Palace,cleanliness,negative
Kerme Ottoman Palace,room_facilities,negative
Kerme Ottoman Palace,pool_beach,positive
Kerme Ottoman Palace,breakfast_quality,positive
Kerme Ottoman Palace,cleanliness,positive
Kerme Ottoman Palace,room_facilities,positive
Kerme Ottoman Palace,pool_beach,negative
Kerme Ottoman Palace,breakfast_quality,negative
Kerme Ottoman Palace,cleanliness,positive
Kerme Ottoman Palace,room_facilities,positive
Kerme Ottoman Palace,pool_beach,positive
Kerme Ottoman Palace,breakfast_quality,positive
Kerme Ottoman Palace,cleanliness,positive
Kerme Ottoman Palace,room_facilities,positive
Kerme Ottoman Palace,pool_beach,negative
Kerme Ottoman Palace,breakfast_quality,negative
Kerme Ottoman Palace,cleanliness,negative
Kerme Ottoman Palace,room_facilities,positive
Kerme Ottoman Palace,pool_beach,negative
Kerme Ottoman Palace,breakfast_quality,negative
Kerme Ottoman Palace,cleanliness,negative
Kerme Ottoman Palace,room_facilities,negative
Alp Suites Lavanta,pool_beach,neutral
Alp Suites Lavanta,breakfast_quality,negative
Alp Suites Lavanta,cleanliness,negative
Alp Suites Lavanta,room_facilities,positive
Alp Suites Lavanta,pool_beach,positive
Alp Suites Lavanta,breakfast_quality,positive
Alp Suites Lavanta,cleanliness,positive
Alp Suites Lavanta,room_facilities,positive
Alp Suites Lavanta,pool_beach,neutral
Alp Suites Lavanta,breakfast_quality,negative
Alp Suites Lavanta,cleanliness,negative
Alp Suites Lavanta,room_facilities,negative
Alp Suites Lavanta,pool_beach,positive
Alp Suites Lavanta,breakfast_quality,positive
Alp Suites Lavanta,cleanliness,positive
Alp Suites Lavanta,room_facilities,positive
Alp Suites Lavanta,pool_beach,positive
Alp Suites Lavanta,breakfast_quality,positive
Alp Suites Lavanta,cleanliness,positive
Alp Suites Lavanta,room_facilities,positive
Alp Suites Lavanta,pool_beach,positive
Alp Suites Lavanta,breakfast_quality,positive
Alp Suites Lavanta,cleanliness,positive
Alp Suites Lavanta,room_facilities,positive
Alp Suites Lavanta,pool_beach,neutral
Alp Suites Lavanta,breakfast_quality,positive
Alp Suites Lavanta,cleanliness,positive
Alp Suites Lavanta,room_facilities,positive
Alp Suites Lavanta,pool_beach,neutral
Alp Suites Lavanta,breakfast_quality,negative
Alp Suites Lavanta,cleanliness,negative
Alp Suites Lavanta,room_facilities,negative
Alp Suites Lavanta,pool_beach,positive
Alp Suites Lavanta,breakfast_quality,positive
Alp Suites Lavanta,cleanliness,positive
Alp Suites Lavanta,room_facilities,positive
Alp Suites Lavanta,pool_beach,neutral
Alp Suites Lavanta,breakfast_quality,positive
Alp Suites Lavanta,cleanliness,positive
Alp Suites Lavanta,room_facilities,positive
Keramos Pansiyon Akyaka,pool_beach,positive
Keramos Pansiyon Akyaka,breakfast_quality,neutral
Keramos Pansiyon Akyaka,cleanliness,positive
Keramos Pansiyon Akyaka,room_facilities,positive
Keramos Pansiyon Akyaka,pool_beach,positive
Keramos Pansiyon Akyaka,breakfast_quality,positive
Keramos Pansiyon Akyaka,cleanliness,positive
Keramos Pansiyon Akyaka,room_facilities,positive
Keramos Pansiyon Akyaka,pool_beach,positive
Keramos Pansiyon Akyaka,breakfast_quality,positive
Keramos Pansiyon Akyaka,cleanliness,positive
Keramos Pansiyon Akyaka,room_facilities,positive
Keramos Pansiyon Akyaka,pool_beach,positive
Keramos Pansiyon Akyaka,breakfast_quality,positive
Keramos Pansiyon Akyaka,cleanliness,positive
Keramos Pansiyon Akyaka,room_facilities,positive
Keramos Pansiyon Akyaka,pool_beach,positive
Keramos Pansiyon Akyaka,breakfast_quality,positive
Keramos Pansiyon Akyaka,cleanliness,positive
Keramos Pansiyon Akyaka,room_facilities,positive
Keramos Pansiyon Akyaka,pool_beach,positive
Keramos Pansiyon Akyaka,breakfast_quality,positive
Keramos Pansiyon Akyaka,cleanliness,positive
Keramos Pansiyon Akyaka,room_facilities,positive
Keramos Pansiyon Akyaka,pool_beach,positive
Keramos Pansiyon Akyaka,breakfast_quality,positive
Keramos Pansiyon Akyaka,cleanliness,positive
Keramos Pansiyon Akyaka,room_facilities,positive
Keramos Pansiyon Akyaka,pool_beach,positive
Keramos Pansiyon Akyaka,breakfast_quality,positive
Keramos Pansiyon Akyaka,cleanliness,positive
Keramos Pansiyon Akyaka,room_facilities,positive
Keramos Pansiyon Akyaka,pool_beach,positive
Keramos Pansiyon Akyaka,breakfast_quality,positive
Keramos Pansiyon Akyaka,cleanliness,positive
Keramos Pansiyon Akyaka,room_facilities,positive
Keramos Pansiyon Akyaka,pool_beach,positive
Keramos Pansiyon Akyaka,breakfast_quality,positive
Keramos Pansiyon Akyaka,cleanliness,positive
Keramos Pansiyon Akyaka,room_facilities,positive
Hamle Hotel,pool_beach,positive
Hamle Hotel,breakfast_quality,positive
Hamle Hotel,cleanliness,positive
Hamle Hotel,room_facilities,positive
Hamle Hotel,pool_beach,positive
Hamle Hotel,breakfast_quality,positive
Hamle Hotel,cleanliness,positive
Hamle Hotel,room_facilities,positive
Hamle Hotel,pool_beach,neutral
Hamle Hotel,breakfast_quality,positive
Hamle Hotel,cleanliness,positive
Hamle Hotel,room_facilities,positive
Hamle Hotel,pool_beach,neutral
Hamle Hotel,breakfast_quality,neutral
Hamle Hotel,cleanliness,neutral
Hamle Hotel,room_facilities,neutral
Hamle Hotel,pool_beach,positive
Hamle Hotel,breakfast_quality,positive
Hamle Hotel,cleanliness,positive
Hamle Hotel,room_facilities,positive
Hamle Hotel,pool_beach,negative
Hamle Hotel,breakfast_quality,negative
Hamle Hotel,cleanliness,negative
Hamle Hotel,room_facilities,negative
Hamle Hotel,pool_beach,positive
Hamle Hotel,breakfast_quality,positive
Hamle Hotel,cleanliness,positive
Hamle Hotel,room_facilities,positive
Hamle Hotel,pool_beach,positive
Hamle Hotel,breakfast_quality,positive
Hamle Hotel,cleanliness,positive
Hamle Hotel,room_facilities,positive
Hamle Hotel,pool_beach,positive
Hamle Hotel,breakfast_quality,positive
Hamle Hotel,cleanliness,positive
Hamle Hotel,room_facilities,positive
Hamle Hotel,pool_beach,neutral
Hamle Hotel,breakfast_quality,neutral
Hamle Hotel,cleanliness,neutral
Hamle Hotel,room_facilities,neutral
Alp Suites Mandalin,pool_beach,positive
Alp Suites Mandalin,breakfast_quality,positive
Alp Suites Mandalin,cleanliness,positive
Alp Suites Mandalin,room_facilities,positive
Alp Suites Mandalin,pool_beach,positive
Alp Suites Mandalin,breakfast_quality,positive
Alp Suites Mandalin,cleanliness,positive
Alp Suites Mandalin,room_facilities,positive
Alp Suites Mandalin,pool_beach,positive
Alp Suites Mandalin,breakfast_quality,positive
Alp Suites Mandalin,cleanliness,positive
Alp Suites Mandalin,room_facilities,positive
Alp Suites Mandalin,pool_beach,positive
Alp Suites Mandalin,breakfast_quality,positive
Alp Suites Mandalin,cleanliness,positive
Alp Suites Mandalin,room_facilities,positive
Alp Suites Mandalin,pool_beach,positive
Alp Suites Mandalin,breakfast_quality,positive
Alp Suites Mandalin,cleanliness,positive
Alp Suites Mandalin,room_facilities,positive
Alp Suites Mandalin,pool_beach,positive
Alp Suites Mandalin,breakfast_quality,positive
Alp Suites Mandalin,cleanliness,positive
Alp Suites Mandalin,room_facilities,positive
Alp Suites Mandalin,pool_beach,positive
Alp Suites Mandalin,breakfast_quality,positive
Alp Suites Mandalin,cleanliness,positive
Alp Suites Mandalin,room_facilities,positive
Alp Suites Mandalin,pool_beach,positive
Alp Suites Mandalin,breakfast_quality,positive
Alp Suites Mandalin,cleanliness,positive
Alp Suites Mandalin,room_facilities,positive
Alp Suites Mandalin,pool_beach,positive
Alp Suites Mandalin,breakfast_quality,positive
Alp Suites Mandalin,cleanliness,positive
Alp Suites Mandalin,room_facilities,positive
Alp Suites Mandalin,pool_beach,positive
Alp Suites Mandalin,breakfast_quality,negative
Alp Suites Mandalin,cleanliness,positive
Alp Suites Mandalin,room_facilities,negative
Tuna Otel,pool_beach,positive
Tuna Otel,breakfast_quality,positive
Tuna Otel,cleanliness,positive
Tuna Otel,room_facilities,positive
Tuna Otel,pool_beach,positive
Tuna Otel,breakfast_quality,positive
Tuna Otel,cleanliness,positive
Tuna Otel,room_facilities,neutral
Tuna Otel,pool_beach,positive
Tuna Otel,breakfast_quality,positive
Tuna Otel,cleanliness,positive
Tuna Otel,room_facilities,positive
Tuna Otel,pool_beach,positive
Tuna Otel,breakfast_quality,positive
Tuna Otel,cleanliness,positive
Tuna Otel,room_facilities,positive
Tuna Otel,pool_beach,positive
Tuna Otel,breakfast_quality,positive
Tuna Otel,cleanliness,positive
Tuna Otel,room_facilities,positive
Tuna Otel,pool_beach,positive
Tuna Otel,breakfast_quality,neutral
Tuna Otel,cleanliness,positive
Tuna Otel,room_facilities,positive
Tuna Otel,pool_beach,positive
Tuna Otel,breakfast_quality,positive
Tuna Otel,cleanliness,positive
Tuna Otel,room_facilities,positive
Tuna Otel,pool_beach,positive
Tuna Otel,breakfast_quality,positive
Tuna Otel,cleanliness,positive
Tuna Otel,room_facilities,positive
Tuna Otel,pool_beach,positive
Tuna Otel,breakfast_quality,positive
Tuna Otel,cleanliness,positive
Tuna Otel,room_facilities,positive
Tuna Otel,pool_beach,positive
Tuna Otel,breakfast_quality,negative
Tuna Otel,cleanliness,positive
Tuna Otel,room_facilities,positive
Otel Arın,pool_beach,positive
Otel Arın,breakfast_quality,positive
Otel Arın,cleanliness,positive
Otel Arın,room_facilities,positive
Otel Arın,pool_beach,positive
Otel Arın,breakfast_quality,positive
Otel Arın,cleanliness,positive
Otel Arın,room_facilities,positive
Otel Arın,pool_beach,positive
Otel Arın,breakfast_quality,positive
Otel Arın,cleanliness,positive
Otel Arın,room_facilities,positive
Otel Arın,pool_beach,positive
Otel Arın,breakfast_quality,positive
Otel Arın,cleanliness,positive
Otel Arın,room_facilities,positive
Otel Arın,pool_beach,positive
Otel Arın,breakfast_quality,positive
Otel Arın,cleanliness,positive
Otel Arın,room_facilities,positive
Otel Arın,pool_beach,positive
Otel Arın,breakfast_quality,positive
Otel Arın,cleanliness,positive
Otel Arın,room_facilities,positive
Otel Arın,pool_beach,positive
Otel Arın,breakfast_quality,positive
Otel Arın,cleanliness,positive
Otel Arın,room_facilities,positive
Otel Arın,pool_beach,positive
Otel Arın,breakfast_quality,positive
Otel Arın,cleanliness,positive
Otel Arın,room_facilities,positive
Otel Arın,pool_beach,positive
Otel Arın,breakfast_quality,positive
Otel Arın,cleanliness,positive
Otel Arın,room_facilities,positive
Limon Apart,pool_beach,positive
Limon Apart,breakfast_quality,positive
Limon Apart,cleanliness,positive
Limon Apart,room_facilities,positive
Limon Apart,pool_beach,positive
Limon Apart,breakfast_quality,positive
Limon Apart,cleanliness,positive
Limon Apart,room_facilities,positive
Limon Apart,pool_beach,positive
Limon Apart,breakfast_quality,positive
Limon Apart,cleanliness,positive
Limon Apart,room_facilities,positive
Limon Apart,pool_beach,positive
Limon Apart,breakfast_quality,positive
Limon Apart,cleanliness,positive
Limon Apart,room_facilities,positive
Limon Apart,pool_beach,positive
Limon Apart,breakfast_quality,positive
Limon Apart,cleanliness,positive
Limon Apart,room_facilities,positive
Limon Apart,pool_beach,positive
Limon Apart,breakfast_quality,positive
Limon Apart,cleanliness,positive
Limon Apart,room_facilities,positive
Limon Apart,pool_beach,positive
Limon Apart,breakfast_quality,positive
Limon Apart,cleanliness,positive
Limon Apart,room_facilities,positive
Limon Apart,pool_beach,positive
Limon Apart,breakfast_quality,positive
Limon Apart,cleanliness,positive
Limon Apart,room_facilities,positive
Limon Apart,pool_beach,positive
Limon Apart,breakfast_quality,positive
Limon Apart,cleanliness,positive
Limon Apart,room_facilities,positive
Limon Apart,pool_beach,positive
Limon Apart,breakfast_quality,positive
Limon Apart,cleanliness,positive
Limon Apart,room_facilities,positive
Hotel Grand Azmakhan Spa & Wellness,pool_beach,neutral
Hotel Grand Azmakhan Spa & Wellness,breakfast_quality,neutral
Hotel Grand Azmakhan Spa & Wellness,cleanliness,negative
Hotel Grand Azmakhan Spa & Wellness,room_facilities,neutral
Hotel Grand Azmakhan Spa & Wellness,pool_beach,negative
Hotel Grand Azmakhan Spa & Wellness,breakfast_quality,negative
Hotel Grand Azmakhan Spa & Wellness,cleanliness,negative
Hotel Grand Azmakhan Spa & Wellness,room_facilities,negative
Hotel Grand Azmakhan Spa & Wellness,pool_beach,negative
Hotel Grand Azmakhan Spa & Wellness,breakfast_quality,positive
Hotel Grand Azmakhan Spa & Wellness,cleanliness,negative
Hotel Grand Azmakhan Spa & Wellness,room_facilities,negative
Hotel Grand Azmakhan Spa & Wellness,pool_beach,negative
Hotel Grand Azmakhan Spa & Wellness,breakfast_quality,negative
Hotel Grand Azmakhan Spa & Wellness,cleanliness,negative
Hotel Grand Azmakhan Spa & Wellness,room_facilities,negative
Hotel Grand Azmakhan Spa & Wellness,pool_beach,negative
Hotel Grand Azmakhan Spa & Wellness,breakfast_quality,negative
Hotel Grand Azmakhan Spa & Wellness,cleanliness,negative
Hotel Grand Azmakhan Spa & Wellness,room_facilities,negative
Hotel Grand Azmakhan Spa & Wellness,pool_beach,positive
Hotel Grand Azmakhan Spa & Wellness,breakfast_quality,positive
Hotel Grand Azmakhan Spa & Wellness,cleanliness,positive
Hotel Grand Azmakhan Spa & Wellness,room_facilities,positive
Hotel Grand Azmakhan Spa & Wellness,pool_beach,negative
Hotel Grand Azmakhan Spa & Wellness,breakfast_quality,negative
Hotel Grand Azmakhan Spa & Wellness,cleanliness,negative
Hotel Grand Azmakhan Spa & Wellness,room_facilities,negative
Hotel Grand Azmakhan Spa & Wellness,pool_beach,neutral
Hotel Grand Azmakhan Spa & Wellness,breakfast_quality,neutral
Hotel Grand Azmakhan Spa & Wellness,cleanliness,neutral
Hotel Grand Azmakhan Spa & Wellness,room_facilities,neutral
Hotel Grand Azmakhan Spa & Wellness,pool_beach,negative
Hotel Grand Azmakhan Spa & Wellness,breakfast_quality,positive
Hotel Grand Azmakhan Spa & Wellness,cleanliness,negative
Hotel Grand Azmakhan Spa & Wellness,room_facilities,neutral
Hotel Grand Azmakhan Spa & Wellness,pool_beach,negative
